lat_bin_center,lon_bin_center,fishing_days,fishing_hours,fishing_kwh
-36.875,-56.125,4,48.885,30589.62863681284
-44.875,-63.125,3,10.177083333333332,10567.979307016061
-43.125,-63.875,2,14.372222222222222,17591.41523730977
-41.625,-62.375,1,0.22152777777777777,299.875690852375
-43.875,-64.625,1,1.484444444444444,1416.1025903298403
-44.125,-64.125,5,8.651805555555558,8986.457064202272
-42.625,-61.375,1,3.6125000000000003,4953.81437981975
-45.375,-66.375,2,4.5663888888888895,6261.880399066273
-44.625,-61.875,2,2.8393055555555553,3058.0663926584266
-44.625,-62.625,8,36.62430555555555,45053.38883218191
-45.125,-66.375,5,26.032777777777778,32833.3930213032
-48.125,-63.125,21,97.41777777777776,176945.1491086562
-49.375,-63.875,14,68.10749999999997,151516.41423103915
-39.625,-54.875,28,164.21097222222232,128447.02092363658
-40.875,-56.625,18,145.43375000000003,113759.34066070248
-40.375,-55.625,15,107.24958333333333,83891.4068167469
-40.875,-56.375,10,37.532361111111115,29358.086781365335
-40.625,-56.125,6,39.54347222222223,30931.192570052008
-38.375,-57.125,1,0.4933333333333334,676.5070617885334
-38.625,-56.875,1,2.613611111111111,3584.039946153328
-46.375,-61.625,6,41.01000000000001,50716.83839312958
-39.375,-56.125,7,214.3547222222223,289444.16396613116
-45.125,-61.625,15,61.77763888888886,78887.31630892011
-52.125,-63.875,3,9.767916666666668,11118.124620329272
-50.625,-68.375,11,51.1122222222222,56359.3970315661
-47.125,-62.125,3,30.406111111111112,34566.9519947934
-43.125,-62.125,2,15.18791666666667,25709.346337757728
-43.625,-63.125,1,3.821805555555556,5917.583094273036
-43.625,-63.875,1,1.0198611111111113,947.7117338296318
-43.625,-62.875,1,0.49416666666666664,564.535799610475
-48.875,-66.875,3,1.4141666666666668,1615.5434265412748
-43.125,-61.625,1,14.544027777777774,20088.368100798718
-40.125,-59.625,1,16.229861111111113,22416.859291412413
-44.875,-61.125,5,22.68999999999999,25590.216931178653
-44.375,-63.125,3,9.239444444444448,10803.411777202818
-45.875,-65.375,9,37.358194444444436,28747.726322294337
-46.625,-65.125,10,42.54819444444445,30783.903461880232
-45.375,-65.625,4,10.242777777777778,7657.820214394502
-37.875,-55.375,9,87.43333333333334,133470.84726137965
-43.125,-61.875,3,24.711805555555532,39107.952439373876
-43.875,-59.625,9,61.43569444444446,102963.30906069325
-43.375,-59.375,14,45.09055555555564,75569.6317811358
-46.875,-64.875,1,0.4140277777777778,693.8909119289738
-43.625,-63.375,1,6.650833333333333,0
-44.625,-62.875,4,24.58666666666667,42243.29366982507
-44.875,-63.625,7,20.629305555555558,35443.999977815365
-43.125,-63.875,2,18.499583333333337,31784.842659411657
-42.625,-61.625,1,1.1459722222222222,1968.938765759031
-50.125,-63.875,6,48.28333333333334,63385.36551993196
-52.125,-65.375,5,14.219444444444449,19505.023880713645
-45.625,-63.125,4,19.38166666666665,30010.062348352407
-37.375,-54.875,1,4.7430555555555545,6894.664087634166
-42.625,-59.625,7,30.54902777777778,39509.82403555472
-41.875,-64.875,3,20.87347222222222,7623.375541630443
-48.125,-61.125,36,233.7536111111113,483001.3527294523
-53.125,-64.875,1,3.1809722222222225,3620.674375853508
-45.125,-63.375,1,3.9375000000000004,3997.8117605474995
-47.875,-64.125,1,0.09652777777777778,140.31600412608333
-46.375,-64.375,8,27.522777777777762,21122.528520701653
-45.375,-64.125,24,125.69180555555558,97380.51592322573
-44.125,-60.375,6,38.17527777777778,43425.91201089641
-50.625,-69.125,1,5.009861111111111,5702.368484976285
-37.875,-55.625,1,4.699166666666667,5329.157102799174
-39.125,-57.125,1,3.9322222222222223,4459.392797022234
-51.125,-68.625,14,106.57777777777808,75713.61861887085
-50.125,-67.125,1,0.7844444444444443,513.8622362258378
-44.375,-63.125,16,66.38625000000009,110820.1814513906
-44.375,-61.625,1,7.3161111111111135,12212.962184968565
-43.875,-63.375,9,25.33541666666666,42293.027127554175
-43.875,-62.875,2,21.349027777777774,35638.45121759575
-43.875,-63.125,2,0.6708333333333334,1119.83839610825
-52.125,-63.625,6,26.03222222222222,56834.53364661202
-45.625,-63.875,1,2.2129166666666666,2358.396596497688
-50.625,-67.375,2,5.215972222222223,4003.0306140113767
-45.125,-62.625,2,3.688333333333333,3818.036750832096
-49.125,-65.875,1,1.4152777777777767,1086.163811923204
-37.875,-56.125,1,1.2515277777777776,1716.217661536169
-40.125,-56.375,1,1.1834722222222223,1622.8932076295305
-53.875,-63.625,26,82.5479166666671,422753.39338706434
-41.875,-61.125,5,50.716527777777785,55736.68858424003
-53.625,-63.125,1,3.3111111111111113,5422.739760850445
-56.875,-67.125,3,4.670138888888891,5707.053888802603
-55.125,-59.625,1,5.7986111111111125,7086.081780148958
-53.625,-66.375,2,7.862638888888884,7631.220859030759
-53.125,-67.375,2,4.960555555555556,3853.0505442207473
-53.375,-65.625,1,1.3204166666666666,3387.474164039012
-39.125,-58.125,6,62.237222222222215,112681.37775707513
-42.125,-59.125,4,15.979027777777778,24084.804109131775
-43.125,-62.375,7,106.8627777777778,186165.9844393147
-40.125,-61.625,1,0.7141666666666666,1286.95957311155
-45.125,-62.625,16,770.0866666666669,1270611.3827616938
-43.375,-62.125,4,9.964166666666669,16980.827062868237
-43.875,-62.375,10,142.49125,214785.90559374462
-44.625,-65.125,1,2.3911111111111114,3691.6524587676436
-47.375,-64.625,3,4.665555555555557,6495.312738744266
-43.375,-62.625,26,1006.4063888888888,1468308.842260035
-38.375,-57.875,13,112.72236111111106,56472.21102275669
-37.875,-57.125,4,9.575416666666667,5227.793040883831
-42.375,-59.125,21,210.44361111111107,319112.58185835276
-39.375,-57.375,3,9.197083333333332,10944.946256602027
-40.875,-57.625,12,165.69569444444448,247536.86281927684
-41.125,-58.625,14,39.29055555555556,46976.95433084694
-44.625,-60.375,14,84.96097222222221,109610.23292467165
-41.625,-62.625,2,1.7326388888888888,3011.0261545148887
-44.125,-63.125,49,449.56222222222215,423556.11211141886
-44.125,-60.125,3,6.411944444444442,7452.692408424049
-47.125,-61.125,4,15.26166666666667,19789.813507547584
-46.875,-66.125,5,40.80972222222221,84260.1460139319
-50.875,-68.875,51,361.4194444444449,634792.6728942315
-43.375,-60.875,1,5.524861111111111,5247.519394514778
-42.875,-60.875,1,10.717916666666671,14664.965693301056
-45.625,-60.875,16,88.32638888888889,133223.3136171096
-40.375,-60.125,2,2.6663888888888887,2704.587824831867
-44.875,-64.625,11,20.377499999999998,11497.430856495444
-43.375,-59.875,8,87.83111111111111,125476.36911124749
-41.875,-59.875,22,59.629305555555554,94144.60206903092
-37.625,-55.625,2,6.457500000000002,8990.029485448198
-42.875,-61.375,12,119.6359722222222,134733.0400635695
-39.625,-57.375,2,1.4194444444444443,1575.9602806784665
-46.375,-61.625,19,105.39888888888889,163877.3593772384
-50.875,-68.625,33,209.7066666666667,385366.4927382731
-44.875,-63.625,20,171.63083333333338,206073.840703837
-49.125,-63.875,10,50.18083333333331,116188.35903748896
-49.375,-64.375,1,2.897361111111111,4630.15715668091
-48.875,-63.875,5,15.725138888888896,39532.32639564896
-45.375,-65.125,1,1.6183333333333332,1583.2951513371468
-44.625,-63.875,19,60.335972222222175,63698.00790041101
-46.375,-63.125,7,12.701944444444445,20386.916436199746
-52.625,-67.375,1,1.6251388888888894,1892.9362270516417
-36.375,-56.375,1,5.272777777777778,3299.42342449957
-45.375,-62.375,2,5.449999999999999,7428.918889597666
-38.875,-59.125,1,1.8125,2148.347774025
-48.625,-62.625,4,8.818333333333335,18489.97907640018
-39.875,-54.875,39,226.27958333333333,176997.54152649216
-43.375,-59.125,8,47.08513888888887,36830.33927762709
-40.875,-56.125,8,34.24041666666666,26783.10381151368
-42.875,-58.875,6,25.136666666666663,19662.084120143078
-47.125,-63.625,7,49.86541666666667,54121.424285454865
-45.125,-61.375,14,41.2023611111111,49346.94322912397
-47.625,-65.375,1,1.6444444444444444,1817.2284283924444
-43.125,-59.375,1,3.825,5670.968487718501
-44.375,-62.125,1,4.740277777777776,7913.060964632416
-44.125,-61.125,2,6.5056944444444484,7251.56966194997
-40.875,-57.625,1,5.247222222222223,7247.5199523303345
-52.375,-64.125,7,26.84555555555556,66843.17827178103
-49.375,-65.375,1,0.90875,1634.8147368098125
-41.875,-60.875,18,189.79041666666666,221916.37548616523
-44.375,-62.375,7,94.74874999999999,110786.93830349599
-43.375,-63.125,5,32.52736111111112,38033.29066179977
-41.375,-61.625,1,4.304027777777778,5032.573621005021
-41.625,-60.875,9,37.93263888888888,44353.52365357986
-46.625,-66.125,49,275.05194444444396,188508.8144049387
-44.875,-65.625,1,1.0729166666666667,833.3748307230729
-46.125,-65.125,4,21.069999999999997,15291.359816879229
-44.375,-60.625,1,1.2390277777777778,1695.843495438064
-48.375,-63.125,35,231.4072222222225,271653.76423512655
-47.375,-61.125,19,86.70694444444447,101551.71714087971
-44.625,-60.375,2,3.304027777777778,3682.833216373004
-44.375,-60.375,3,7.197361111111115,12062.435742056796
-42.375,-59.125,7,24.641249999999978,41297.56589121198
-40.125,-60.875,2,20.100694444444446,13853.704509665407
-48.125,-65.875,1,1.6094444444444445,6448.489032288983
-41.125,-56.875,1,10.627916666666668,12987.64224907254
-42.875,-61.125,1,5.483194444444446,7970.554714954884
-53.375,-64.875,4,20.566111111111113,58533.5879704097
-49.625,-67.625,2,2.440694444444444,2788.248343607329
-44.375,-63.875,5,42.30277777777778,42950.740953353015
-46.375,-62.875,4,63.91277777777777,92905.75000101878
-39.875,-55.125,1,13.11986111111111,16032.875286184697
-53.375,-65.125,4,10.621388888888887,27248.732430916112
-44.875,-64.875,2,1.7213888888888889,1321.0907051007055
-45.375,-63.875,19,76.43069444444443,62900.73400191419
-47.375,-61.625,2,12.798055555555553,17410.366016948286
-37.875,-57.625,1,0.9591666666666664,1022.2234918353753
-47.125,-61.125,12,109.7323611111111,135681.91795695145
-41.875,-59.125,3,23.255138888888887,28324.823955244952
-42.875,-61.375,8,120.25138888888897,176466.7801119148
-44.375,-60.125,1,5.893611111111112,6683.7338919483445
-50.375,-67.125,1,1.7374999999999994,1138.1757392325126
-48.375,-62.125,1,5.62375,6214.6449572667625
-43.125,-63.125,3,3.1665277777777785,5285.961820470391
-40.625,-62.125,2,13.177638888888877,21997.753040239062
-43.125,-62.375,3,15.768888888888888,19355.471105956596
-46.125,-60.875,1,3.9906944444444448,3661.8340549193085
-53.375,-64.625,1,1.8101388888888885,4643.83620278957
-38.125,-56.125,1,1.052638888888889,1877.619680398168
-50.625,-64.375,1,7.462777777777778,11270.679111210322
-46.125,-63.875,1,1.6543055555555555,2047.9006079483834
-48.375,-65.125,2,5.165277777777781,3964.124844496956
-50.375,-67.875,2,1.6554166666666668,1270.4599091572788
-45.875,-63.375,7,33.1375,35378.58651151895
-54.875,-62.875,46,175.8398611111117,601484.5710970773
-53.625,-65.625,1,1.5799999999999994,5829.996575995401
-40.375,-56.625,1,0.9713888888888887,1332.0637359653722
-41.125,-58.375,1,1.7981944444444444,2465.860621896436
-41.875,-60.625,1,0.6106944444444445,671.1438570729556
-42.625,-61.625,2,7.256944444444445,7975.270987505553
-50.125,-65.125,6,27.85875,49399.52441796314
-46.625,-62.625,3,11.94416666666667,18940.120171675913
-44.375,-63.875,8,48.3454166666667,45850.24817535953
-46.375,-63.875,2,15.950416666666667,15127.195359788839
-44.875,-63.125,1,6.0559722222222225,5743.415787404308
-41.625,-57.875,48,523.8545833333333,596023.0979189004
-39.875,-57.875,3,32.68236111111111,38442.79000716467
-40.375,-58.125,7,88.76763888888888,74301.19461430314
-40.125,-57.875,3,11.987222222222222,15280.005725828327
-43.375,-63.375,46,897.2322222222223,1345443.2425390116
-42.625,-64.875,19,25.11,38234.71600294694
-47.875,-65.625,8,17.35013888888889,27445.85246783586
-43.125,-62.625,10,280.10791666666665,478680.64994918165
-44.375,-64.375,4,12.405972222222221,13422.878000697676
-42.125,-60.125,2,6.020277777777777,10200.72686063491
-44.625,-63.125,46,678.845,976967.5754443444
-43.125,-62.875,19,138.34625,210596.10479216411
-40.375,-58.625,11,180.61958333333334,190542.07446181547
-40.375,-56.875,25,221.31736111111113,235549.06114491745
-42.375,-60.875,8,80.67652777777776,92104.37639429537
-42.875,-60.625,1,2.419583333333333,3317.9700234848074
-44.125,-60.125,24,126.66666666666667,158942.08362819997
-46.625,-63.375,13,132.46555555555565,165958.68051123607
-53.375,-64.125,28,153.07638888888883,400024.0983269021
-52.625,-64.375,18,80.42291666666667,206201.73969544767
-40.875,-62.125,4,31.211250000000003,47386.83985158941
-47.125,-63.875,3,39.686944444444435,41986.40180404202
-45.875,-66.875,16,64.21291666666669,89986.00774713937
-34.875,-57.875,4,14.881805555555559,18892.69053679897
-46.625,-63.125,12,148.16555555555558,197123.64780027838
-45.375,-61.125,24,213.78833333333338,394804.6046880378
-45.375,-60.625,6,16.590694444444445,30874.49119224041
-47.125,-65.125,2,8.219861111111111,14083.555283444899
-37.125,-54.875,1,4.9799999999999995,4823.991718408501
-46.125,-62.625,12,82.49041666666666,108494.51780418638
-46.875,-63.875,6,42.929861111111116,73322.09668909683
-37.875,-56.625,11,70.9197222222222,38760.29329614546
-44.875,-64.375,6,31.140833333333333,36576.979226168165
-39.125,-56.875,3,11.921388888888888,11808.307312853845
-45.875,-62.875,6,6.333611111111112,6575.094923981611
-45.375,-65.125,9,20.830555555555552,21002.222131302497
-38.625,-58.875,1,3.3131944444444446,3927.1138811775
-55.125,-65.625,2,6.53986111111111,5115.527090600146
-38.875,-55.625,1,3.6344444444444446,4983.906754752911
-41.125,-55.625,1,6.658611111111111,5208.4142072663835
-52.625,-63.625,4,27.299166666666657,30956.738702254057
-38.875,-56.125,1,4.276111111111111,4992.617497488933
-46.875,-63.125,7,32.728750000000005,47987.8429897583
-41.375,-61.875,9,90.72708333333337,99707.67738800375
-46.125,-62.625,4,24.166666666666668,37380.19554966666
-48.625,-63.625,11,18.84347222222222,47850.422185260846
-49.125,-66.625,8,53.25222222222223,60545.33645612054
-53.875,-63.875,1,3.3030555555555563,3741.076774578156
-37.375,-54.625,14,125.1563888888889,90451.66592821783
-42.875,-65.125,3,6.1695833333333345,7048.12949817226
-42.125,-59.875,24,118.06180555555561,170965.57872656712
-42.625,-60.875,1,5.083194444444443,7020.963015758018
-42.375,-58.625,1,5.414722222222222,7478.872759702234
-47.125,-61.125,3,13.675694444444444,18889.01673123892
-47.125,-61.375,1,1.6462499999999998,2273.8182634984505
-38.375,-56.625,1,6.427083333333333,8877.15685002875
-52.625,-64.625,4,9.966111111111111,24309.67913496923
-43.625,-63.625,7,46.634722222222244,54528.61482219031
-43.875,-62.875,4,19.173333333333336,22418.817103891728
-47.375,-62.875,5,91.19111111111134,144315.54295818115
-39.375,-56.125,7,89.98402777777781,141574.3460147502
-44.375,-61.125,8,114.31166666666668,170233.1536452827
-41.125,-59.375,2,21.152083333333323,30747.375321412765
-49.875,-63.875,1,5.654305555555555,6302.569383822832
-46.625,-61.625,12,47.2011111111111,54668.4914366516
-48.125,-62.875,20,112.23763888888895,140121.6496332043
-47.375,-61.875,10,71.06833333333336,82248.3821124222
-48.625,-62.625,4,13.44027777777778,16828.514741764422
-45.375,-60.625,1,1.2044444444444447,2018.5917437933779
-44.375,-60.125,2,12.063472222222222,20217.807090712802
-49.375,-66.875,6,10.466944444444444,25127.21283517376
-43.375,-63.375,11,77.4106944444445,133002.27895614534
-44.125,-62.375,2,37.65375,64694.350014378084
-42.375,-61.625,4,65.46638888888886,112480.31011400373
-37.125,-54.625,2,11.047777777777776,12774.771304992377
-43.375,-62.625,1,1.610972222222222,2767.873075268331
-47.125,-61.625,18,95.32291666666667,173474.87951779875
-41.625,-64.875,1,3.7861111111111105,1382.7573359650137
-46.125,-60.875,13,73.06888888888888,107353.90088356768
-44.375,-60.625,9,162.7816666666667,182209.91681365154
-41.875,-59.625,2,5.32125,5830.50816957023
-52.375,-64.125,4,5.936388888888889,8178.446636592799
-42.875,-60.875,2,6.764305555555557,8632.798188843746
-44.375,-63.625,7,43.96694444444443,44640.39811437167
-49.625,-65.375,1,2.5975,6304.845558115298
-45.375,-64.375,10,45.20944444444448,34696.27184411173
-47.875,-65.625,2,1.1906944444444445,1430.9607885714154
-47.125,-61.375,7,61.87430555555554,84350.48446931984
-46.625,-61.625,6,35.320277777777754,53148.32758928274
-47.625,-64.375,1,0.8318055555555555,2019.0204281655722
-49.875,-64.125,2,13.097083333333336,14907.47818925949
-40.125,-56.875,1,8.5625,9710.425471051878
-40.375,-57.125,4,38.68291666666666,43868.91437016958
-40.625,-59.625,4,68.38819444444448,101849.10995080008
-42.125,-59.125,1,4.011388888888889,6360.945031260537
-48.625,-66.125,1,0.060000000000000005,39.30391041954
-51.375,-68.125,2,12.253194444444448,13540.654023485362
-51.375,-67.875,2,10.006805555555555,11058.234040308042
-45.375,-63.375,9,28.175138888888906,47033.444487146175
-45.125,-63.375,9,64.84416666666668,108245.94424393914
-55.125,-66.125,24,152.43750000000026,879284.006716823
-50.375,-63.125,1,0.14194444444444443,818.7583753492693
-44.625,-64.625,3,3.0958333333333337,2131.2119791470996
-42.125,-59.625,4,30.37791666666666,31566.459563884462
-46.875,-64.875,1,0.4377777777777778,335.9753027656467
-55.125,-66.125,109,882.1765277777927,3148510.9527559825
-54.875,-63.125,63,486.8884722222199,1539399.5410182176
-53.625,-62.875,13,34.902222222222136,128305.18602075313
-55.375,-65.875,2,0.495,1758.6349160573777
-43.375,-62.125,1,5.629444444444445,10041.388162804933
-53.125,-62.875,3,3.4670833333333335,12793.091115205098
-52.875,-62.375,1,0.2529166666666667,614.7868863382166
-39.625,-56.625,1,1.7023611111111112,2334.4445541503524
-37.875,-55.375,1,0.7084722222222222,971.5266109750304
-40.125,-57.375,1,2.4095833333333334,3304.257042502609
-56.625,-67.125,3,11.092777777777778,63984.925560073774
-46.125,-63.625,4,24.280833333333334,26684.26458521906
-43.625,-63.625,9,30.14388888888889,33127.672996062305
-43.625,-63.125,5,13.784444444444446,15148.893683597149
-46.875,-61.125,1,0.8459722222222222,1341.4762199781153
-46.625,-63.375,4,65.02986111111113,103119.2395890744
-46.875,-63.375,2,20.376111111111104,32310.834555992362
-46.375,-64.125,4,39.75819444444442,37706.22342239227
-42.625,-62.875,1,3.9272222222222224,3775.391873650621
-37.875,-57.375,29,93.85138888888886,151519.87161448106
-42.625,-62.375,1,0.6663888888888889,789.8676336990001
-47.125,-62.625,2,19.999722222222225,23705.577223299006
-42.875,-58.875,2,11.608472222222224,17639.132150647256
-38.125,-57.125,1,0.485,509.5640542131
-39.875,-57.375,3,3.6177777777777775,3746.382213259625
-40.125,-58.125,11,161.90833333333333,172498.65335129443
-46.125,-63.125,21,286.78666666666675,464284.37718918093
-43.375,-62.625,25,733.9290277777777,1118093.6756499254
-44.625,-62.875,23,333.85291666666666,493035.4532897189
-46.875,-64.375,10,96.02416666666666,138961.77777546435
-43.375,-61.875,2,6.7188888888888885,8491.0334889633
-46.125,-65.875,1,2.4468055555555552,2393.8303021890247
-44.625,-63.875,42,634.9718055555556,898135.5228487947
-45.375,-64.125,21,289.7613888888891,292196.9146407261
-38.625,-57.625,6,26.303611111111117,24109.4073869384
-41.875,-63.375,2,7.311666666666668,8012.692332035339
-42.375,-59.875,49,410.005,532241.8651332111
-39.125,-55.875,126,2244.9737500000015,4748157.979968515
-36.625,-55.125,20,140.9398611111111,75186.8240624699
-40.875,-58.125,6,28.690555555555562,24175.709467920296
-45.375,-66.375,5,13.227777777777778,16046.136300563474
-41.375,-60.375,36,275.9706944444445,363060.8379288673
-42.625,-65.125,5,2.852083333333333,2702.921496117243
-46.875,-61.875,3,7.618750000000002,8629.079407513438
-39.375,-61.625,1,2.4862499999999996,1796.0445716456586
-39.375,-58.625,3,26.655416666666678,30329.58386128316
-39.875,-58.625,6,28.05972222222222,28111.181701688
-39.625,-57.875,2,9.566249999999998,10979.454892655838
-45.625,-63.625,31,230.27972222222232,283890.5163359774
-44.625,-64.625,8,18.720694444444444,17730.80315818485
-43.375,-60.125,4,26.248055555555556,31149.74215965633
-42.375,-58.375,19,205.94194444444443,246560.15264881487
-47.625,-62.625,50,255.67972222222164,563774.8882901381
-50.625,-68.875,3,5.111388888888889,11332.889231647965
-42.875,-62.625,2,8.390277777777778,12182.228876757752
-42.875,-60.875,1,0.9413888888888888,1690.2712859404357
-48.875,-63.625,23,154.19986111111115,298410.434441294
-38.875,-59.625,9,84.32916666666668,41690.723631425346
-41.375,-62.625,2,0.7670833333333333,660.2377090679474
-49.875,-66.375,1,3.7431944444444447,5653.16892589573
-45.625,-62.875,6,68.69722222222221,82984.00224131136
-45.875,-65.125,25,159.14041666666608,154456.49791925383
-42.375,-60.125,1,0.4276388888888889,586.4203950582472
-43.125,-60.375,1,1.6765277777777778,2299.0193532796693
-46.375,-62.375,8,170.87125000000006,213605.28730157638
-46.125,-63.375,8,27.781527777777775,34611.1112470463
-54.875,-63.125,1,7.635,5972.152722077669
-52.125,-65.625,4,19.633888888888883,22347.85890355654
-40.625,-60.375,12,49.0775,49747.08329244636
-41.125,-61.375,3,10.510555555555555,19610.939630578952
-47.375,-63.375,13,207.69680555555567,254370.07829429768
-48.375,-61.875,2,10.654305555555556,20942.018581142645
-42.125,-59.625,18,113.42375000000006,164018.32934624044
-48.625,-63.625,3,18.12847222222222,20574.860108751676
-48.375,-63.625,4,31.432777777777776,35744.899978635556
-45.375,-63.375,17,90.70805555555562,104677.13603184062
-49.125,-67.375,25,136.7279166666667,162570.51233487032
-42.125,-58.875,6,25.9825,38521.814047619846
-43.125,-59.375,6,54.65597222222221,75491.41858657729
-46.625,-61.375,9,42.921388888888885,48287.2170694191
-44.375,-60.375,1,14.370416666666666,19848.574560819558
-42.625,-59.625,14,77.51888888888888,109698.85455898423
-42.875,-59.625,4,7.408472222222224,10696.026137259942
-44.375,-62.875,4,23.55180555555556,27538.436433401665
-41.875,-61.375,6,22.783472222222223,26640.046770250225
-43.375,-63.375,4,15.717500000000003,18378.01240422905
-43.875,-62.625,6,50.89027777777777,59504.511293441225
-42.625,-61.875,2,18.548750000000005,17236.5313583932
-46.875,-65.875,3,10.526944444444442,7017.372031541709
-44.625,-61.125,10,113.79513888888891,161405.57244910335
-38.875,-55.625,1,5.757361111111111,9111.378122632377
-45.125,-61.875,2,12.182638888888889,19279.775457185224
-42.375,-59.375,5,15.671388888888888,20150.171674104004
-49.125,-66.375,1,3.1201388888888886,4625.937076129125
-49.875,-66.625,1,0.8954166666666667,998.0758226893417
-44.375,-60.625,2,0.8637499999999999,962.7785855909751
-41.875,-57.625,1,3.838888888888889,4691.240728223167
-47.625,-61.875,1,1.5816666666666666,2650.798290857817
-42.875,-59.875,2,5.370694444444446,9001.02907527054
-45.875,-64.375,1,5.054305555555555,8683.995955003862
-49.625,-65.125,1,3.8869444444444445,5331.779628107567
-46.625,-63.125,1,0.3861111111111111,597.8442781581945
-41.625,-64.375,1,0.3522222222222222,128.63802655932778
-53.375,-64.625,4,6.074027777777779,17301.929869861662
-42.125,-59.125,3,16.011944444444445,17391.23489192994
-41.875,-58.875,5,45.67680555555556,45187.90271266196
-44.125,-60.625,1,1.4177777777777776,2168.8909207724005
-49.875,-64.875,10,54.97250000000002,65599.14113482668
-52.375,-63.875,4,10.843333333333334,13703.27176037116
-44.125,-62.875,5,34.315000000000005,34840.612206523794
-44.375,-64.375,2,6.734861111111111,6838.020814134349
-48.125,-62.125,4,16.455138888888886,20133.963464424927
-44.125,-63.625,19,158.15638888888884,172982.49399159497
-48.875,-61.125,3,25.076388888888886,45207.62383664489
-48.375,-61.125,20,55.161944444444465,126804.94590410117
-43.125,-59.875,8,49.26555555555555,52780.128787282076
-47.875,-65.875,1,0.03944444444444445,70.35809331482778
-40.875,-59.875,1,5.047083333333333,7532.6505365554585
-40.625,-58.375,2,2.5756944444444443,3614.704225790525
-36.875,-54.625,1,4.420277777777777,7884.565767034187
-42.625,-61.625,4,27.763611111111118,44025.351078835265
-44.625,-61.375,2,9.92375,11254.170483895012
-43.125,-62.125,1,16.371805555555554,18566.680020294916
-47.875,-61.875,2,12.243194444444446,15570.793069074361
-52.625,-63.125,2,6.825833333333334,10120.022414575651
-41.375,-62.125,7,103.06888888888886,139521.3483879525
-42.125,-59.375,2,9.681111111111111,10059.886784721188
-52.875,-62.625,4,6.59513888888889,23982.02686703283
-39.875,-57.375,1,1.1515277777777777,1579.0878517141693
-37.125,-54.625,1,3.79125,5198.933914876575
-51.625,-63.625,2,3.7373611111111114,11329.172123652614
-43.875,-62.875,1,1.6322222222222225,1793.7872659361778
-51.875,-67.875,3,14.777222222222182,14342.28991746187
-46.875,-66.625,2,10.841944444444445,8421.347059664016
-45.125,-64.875,1,2.581527777777778,2005.1699648737547
-44.875,-63.875,2,22.9336111111111,21749.978250298704
-42.375,-58.625,1,1.6180555555555556,1681.3623470963194
-39.625,-59.125,3,49.48250000000001,58651.375850036966
-41.875,-59.125,1,2.8822222222222225,3944.8653981987113
-47.875,-61.375,6,22.28430555555554,31655.207072504607
-47.625,-61.625,1,4.139583333333334,5665.801522422542
-38.625,-57.125,3,19.702500000000004,19028.899616036404
-42.625,-65.125,5,2.4316666666666666,3299.4487256863194
-43.875,-63.375,55,1123.541666666667,1631677.6641207554
-44.625,-63.125,31,323.13180555555556,442537.1191963787
-46.875,-65.875,4,17.945694444444452,33598.14271064611
-44.625,-62.375,11,161.86819444444447,219139.83872354368
-40.125,-57.875,3,14.872499999999999,17623.209352925842
-39.625,-59.125,6,18.46875,21552.36725768855
-40.625,-56.875,33,359.12041666666676,400117.74643775733
-38.875,-57.125,5,79.79583333333335,115442.63407657138
-43.625,-64.375,3,5.666388888888889,8716.967426409743
-43.375,-59.375,20,112.42625000000002,96038.46031951347
-41.875,-59.625,6,15.218472222222225,24158.50842194771
-39.125,-57.375,5,45.64763888888889,60992.35545148597
-44.375,-64.875,1,0.7830555555555556,617.1856875230815
-39.125,-61.625,5,18.971527777777776,10505.182988420738
-47.875,-60.875,13,130.85180555555556,148688.93668013008
-45.125,-61.875,4,11.613194444444446,13159.157712757664
-41.375,-64.125,5,68.81041666666667,34930.320069153284
-53.625,-64.125,11,25.07791666666667,57197.33883877981
-48.875,-66.625,2,4.832638888888889,5720.276616152842
-47.375,-63.125,15,325.51861111111106,396186.06060362
-43.625,-61.375,2,1.873472222222222,2369.7638008968847
-45.875,-61.625,47,293.1627777777778,474862.9988605917
-43.125,-61.125,1,3.5579166666666664,4014.0269959105794
-41.375,-59.625,3,4.529861111111112,4644.214954631377
-41.375,-57.625,41,312.5108333333333,327660.7990192738
-40.125,-56.625,26,134.09236111111113,159455.80700862594
-42.375,-61.375,20,145.28388888888892,175511.28903171743
-42.625,-61.375,10,104.69541666666665,120779.26629024734
-51.125,-68.375,16,144.3922222222223,344177.5961513172
-49.375,-67.625,7,15.095694444444439,38675.13643688012
-47.625,-62.125,4,11.085416666666667,13335.189713554242
-43.125,-63.625,9,44.425277777777765,55144.348088727405
-37.375,-54.875,6,12.652916666666666,6775.3344928057995
-46.625,-64.875,2,2.112222222222222,3005.9666632811673
-41.625,-61.625,15,73.28,75474.39824687573
-49.375,-66.125,1,1.465,2635.4922579657505
-47.875,-62.125,6,19.493333333333332,30834.467969423767
-45.125,-64.875,2,0.5598611111111111,680.967145932588
-45.875,-64.125,6,9.507083333333336,11594.809443183174
-46.125,-62.875,2,6.276527777777778,7935.088055225606
-55.125,-65.375,1,1.664861111111111,1302.2665116703963
-38.375,-55.625,2,13.199305555555554,12698.936615694041
-39.375,-56.625,8,137.7075,160424.27108965474
-40.125,-60.625,4,33.473194444444445,28076.976551316406
-49.625,-67.375,5,6.530138888888887,16004.764360342104
-48.625,-62.125,2,5.811111111111113,11422.273955951669
