lat_bin_center,lon_bin_center,flag_country_name,flag_iso3,known_label,inferred_label_allyears,inferred_sublabel_allyears,fishing_days,fishing_hours,fishing_kwh
-48.125,-62.125,Chile,CHL,unknown,trawlers,trawlers,0,0,0
-49.125,-55.375,Falkland Islands,FLK,trawlers,trawlers,trawlers,0,0,0
-52.875,-62.875,Falkland Islands,FLK,trawlers,trawlers,trawlers,2,4.457916666666667,18827.335186505356
-47.625,-61.375,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,2,5.090138888888889,5624.966610823877
-49.625,-60.125,South Korea,KOR,unknown,squid_jigger,squid_jigger,0,0,0
-48.875,-67.375,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,4,5.340694444444446,6101.207167628327
-40.375,-57.875,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,0,0,0
-46.625,-62.625,Argentina,ARG,NA,squid_jigger,squid_jigger,1,2.052777777777778,3661.5937295533613
-46.625,-64.125,Argentina,ARG,NA,squid_jigger,squid_jigger,0,0,0
-44.625,-62.125,Argentina,ARG,NA,squid_jigger,squid_jigger,2,32.52305555555557,47149.27405487301
