lat_bin_center,lon_bin_center,flag_country_name,flag_iso3,known_label,inferred_label_allyears,inferred_sublabel_allyears,fishing_days,fishing_hours,fishing_kwh
-41.875,-62.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,7,61.171527777777776,49474.094971005725
-45.875,-60.625,China,CHN,NA,cargo_or_tanker,tanker,3,15.135833333333334,21125.482414231115
-48.875,-60.125,Taiwan,TWN,NA,squid_jigger,squid_jigger,0,0,0
-51.625,-61.875,Spain,ESP,trawlers,trawlers,trawlers,7,14.334722222222222,20363.140367720764
-50.875,-58.125,Taiwan,TWN,NA,squid_jigger,squid_jigger,0,0,0
-54.875,-56.125,China,CHN,NA,drifting_longlines,drifting_longlines,0,0,0
-40.625,-57.375,Argentina,ARG,unknown_not_fishing,reefer,reefer,0,0,0
-34.875,-57.625,Argentina,ARG,unknown_fishing,fixed_gear,set_gillnets,1,14.769444444444447,6442.327803340037
-50.625,-61.625,Spain,ESP,trawlers,trawlers,trawlers,29,122.87305555555554,168551.3311374181
-47.125,-63.125,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,12,248.95069444444434,317348.8721427493
-42.375,-58.625,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,8,66.32902777777777,87362.65466426732
-42.875,-63.875,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-41.875,-60.625,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-42.875,-64.125,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-40.375,-58.125,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-41.375,-58.375,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-35.375,-56.625,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-40.375,-56.625,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,1,2.7236111111111105,4310.282126379778
-39.375,-58.875,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,2,40.11583333333334,58313.71616655127
-42.125,-60.625,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-48.125,-59.625,South Korea,KOR,unknown,squid_jigger,squid_jigger,0,0,0
-50.375,-61.375,Taiwan,TWN,NA,squid_jigger,squid_jigger,2,4.451527777777782,11954.923840349102
-53.125,-62.125,Spain,ESP,trawlers,trawlers,trawlers,48,497.1723611111123,579516.8466168125
-44.125,-62.375,Argentina,ARG,unknown_fishing,trawlers,trawlers,26,1141.8816666666671,1776113.3453669122
-45.875,-63.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,18,333.71430555555554,461015.23893860925
-46.125,-63.375,Argentina,ARG,unknown_fishing,trawlers,trawlers,25,359.64874999999995,520874.03284433245
-45.375,-63.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,35,316.0566666666666,492991.91853290907
-49.875,-58.875,Spain,ESP,trawlers,trawlers,trawlers,27,80.36458333333334,102520.2468192519
-44.125,-63.625,Argentina,ARG,NA,trawlers,trawlers,89,4288.253055555558,6128256.764519127
-41.375,-60.625,Argentina,ARG,NA,trawlers,trawlers,32,203.11402777777775,251196.95744108062
-42.375,-63.125,Argentina,ARG,NA,trawlers,trawlers,0,0,0
-43.125,-60.375,Argentina,ARG,NA,trawlers,trawlers,1,0.8345833333333333,732.4299954889925
-40.875,-60.625,Argentina,ARG,NA,trawlers,trawlers,5,13.112499999999997,13688.493501610978
-40.125,-60.375,Argentina,ARG,NA,trawlers,trawlers,1,0.6269444444444445,635.9261090369333
-42.625,-62.125,Argentina,ARG,NA,trawlers,trawlers,4,11.236666666666666,17808.330746299325
-48.875,-55.125,Taiwan,TWN,NA,squid_jigger,squid_jigger,0,0,0
-45.875,-63.875,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-44.625,-61.375,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-39.625,-58.875,Argentina,ARG,NA,squid_jigger,squid_jigger,0,0,0
-37.625,-56.625,Argentina,ARG,NA,trawlers,trawlers,22,75.58680555555556,42345.7568850065
-45.375,-61.875,China,CHN,unknown,reefer,reefer,0,0,0
-40.875,-58.625,Argentina,ARG,NA,trawlers,trawlers,16,98.19111111111111,85266.86228885282
-50.375,-60.125,Spain,ESP,trawlers,trawlers,trawlers,1,0.35125,456.96220000000005
-40.625,-57.375,Argentina,ARG,NA,squid_jigger,squid_jigger,10,115.11819444444441,170447.31638824823
-50.875,-57.125,Falkland Islands,FLK,trawlers,trawlers,trawlers,20,103.93319444444447,304665.176892106
-50.625,-61.125,Falkland Islands,FLK,trawlers,trawlers,trawlers,1,1.1279166666666665,3551.870899116608
-49.875,-61.875,Falkland Islands,FLK,trawlers,trawlers,trawlers,1,0.5522222222222222,1738.977797671178
-51.625,-57.875,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,1,5.264583333333335,11923.503863936005
-51.625,-57.625,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,1,5.194166666666669,11764.0205118976
-50.375,-57.625,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,0,0,0
-50.375,-58.125,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,0,0,0
-48.375,-60.125,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,1,0.9872222222222221,2235.912556782933
-41.875,-58.125,China,CHN,unknown,drifting_longlines,drifting_longlines,2,0.35416666666666663,715.8111111111111
-44.375,-63.875,Argentina,ARG,NA,NA,NA,0,0,0
-46.125,-67.375,Argentina,ARG,NA,trawlers,trawlers,1,0.2718055555555555,250.72468722244218
-48.375,-60.875,Argentina,ARG,NA,drifting_longlines,drifting_longlines,11,73.31625000000001,83250.39100969248
-47.375,-62.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,8,40.39208333333334,45865.88964881898
-45.625,-61.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,9,29.89375,33860.31273952801
-45.375,-61.625,Argentina,ARG,NA,drifting_longlines,drifting_longlines,11,52.069166666666675,59002.39283127697
-44.875,-61.125,Argentina,ARG,NA,drifting_longlines,drifting_longlines,4,56.089583333333316,86757.50041238582
-50.375,-61.125,South Korea,KOR,unknown,squid_jigger,squid_jigger,0,0,0
-38.125,-57.625,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-47.625,-62.625,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-51.625,-67.375,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-48.125,-62.875,China,CHN,squid_jigger,squid_jigger,squid_jigger,0,0,0
-34.625,-58.375,Uruguay,URY,NA,trawlers,trawlers,0,0,0
-39.875,-58.125,Argentina,ARG,unknown_fishing,trawlers,trawlers,7,42.585972222222225,44297.07603443191
-37.625,-55.125,Uruguay,URY,unknown_fishing,trawlers,trawlers,17,95.17097222222225,93481.28232611065
-37.875,-56.375,Uruguay,URY,unknown_fishing,trawlers,trawlers,43,408.77513888888893,387396.95986581675
-38.375,-56.375,Uruguay,URY,unknown_fishing,trawlers,trawlers,9,66.98291666666667,60286.93832171849
-38.625,-56.375,Uruguay,URY,unknown_fishing,trawlers,trawlers,5,10.437638888888888,10696.902257612135
-39.375,-57.125,Uruguay,URY,unknown_fishing,trawlers,trawlers,3,14.066805555555554,15002.126431645192
-40.125,-56.875,Argentina,ARG,unknown_fishing,trawlers,trawlers,25,364.2126388888889,466218.17617632117
-45.625,-61.875,Argentina,ARG,NA,trawlers,trawlers,64,666.6155555555557,983371.1587760167
-50.625,-68.125,Argentina,ARG,unknown_fishing,trawlers,trawlers,0,0,0
-50.875,-68.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,84,803.7881944444448,1303442.786142613
-49.125,-67.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,8,42.39930555555555,54569.685007418884
-40.375,-60.875,Argentina,ARG,unknown_fishing,trawlers,trawlers,0,0,0
-46.625,-61.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,21,160.20569444444442,310035.23207665177
-38.875,-57.125,Uruguay,URY,unknown_fishing,trawlers,trawlers,10,73.46000000000004,71398.70118889908
-37.125,-55.875,Uruguay,URY,unknown_fishing,trawlers,trawlers,0,0,0
-37.375,-56.125,Uruguay,URY,unknown_fishing,trawlers,trawlers,1,0.5580555555555555,520.2736031172186
-44.375,-61.375,Argentina,ARG,NA,trawlers,trawlers,52,391.72638888888895,560279.519472568
-40.875,-59.125,Argentina,ARG,NA,trawlers,trawlers,26,308.8619444444445,355714.0231100522
-37.875,-56.375,Argentina,ARG,unknown_fishing,trawlers,trawlers,2,4.475694444444445,2441.686874755672
-41.625,-59.875,China,CHN,unknown,squid_jigger,squid_jigger,1,0.6430555555555556,1350.4166666666665
-40.125,-61.375,Argentina,ARG,NA,trawlers,trawlers,0,0,0
-50.875,-65.125,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-46.875,-61.125,Argentina,ARG,NA,trawlers,trawlers,22,155.82583333333332,266440.143601008
-35.125,-56.875,Argentina,ARG,NA,trawlers,trawlers,0,0,0
-34.625,-58.125,Argentina,ARG,NA,trawlers,trawlers,0,0,0
-44.625,-65.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-38.625,-53.875,Uruguay,URY,NA,trawlers,trawlers,30,156.50430555555553,215037.92620142328
-38.625,-54.625,Uruguay,URY,NA,trawlers,trawlers,13,43.267361111111114,59135.43059419232
-47.125,-61.875,Argentina,ARG,NA,trawlers,trawlers,39,205.5869444444446,400013.47744746774
-48.625,-66.375,Argentina,ARG,NA,trawlers,trawlers,0,0,0
-51.125,-58.625,Taiwan,TWN,NA,squid_jigger,squid_jigger,0,0,0
-50.375,-58.125,Spain,ESP,NA,trawlers,trawlers,4,10.810555555555553,25874.533970321736
-47.125,-61.375,Argentina,ARG,unknown_fishing,trawlers,trawlers,16,131.08888888888885,194369.9460380608
-50.625,-60.125,Spain,ESP,NA,trawlers,trawlers,1,1.1862499999999998,2839.2311352140123
-50.625,-58.125,Spain,ESP,NA,trawlers,trawlers,0,0,0
-52.625,-58.375,Falkland Islands,FLK,NA,trawlers,trawlers,57,352.1437500000004,1020650.4838023183
-49.375,-55.375,Falkland Islands,FLK,NA,trawlers,trawlers,0,0,0
-52.625,-59.375,Falkland Islands,FLK,NA,trawlers,trawlers,3,3.335972222222222,9994.629589234011
-37.875,-53.375,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-39.875,-56.375,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-41.625,-56.875,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-53.125,-64.375,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-55.125,-55.125,Ukraine,UKR,trawlers,trawlers,trawlers,0,0,0
-36.125,-55.625,Argentina,ARG,unknown_fishing,trawlers,trawlers,5,34.08708333333334,21329.880750307035
-46.125,-62.125,Argentina,ARG,unknown_fishing,NA,NA,0,0,0
-43.375,-60.875,Argentina,ARG,unknown_fishing,NA,NA,0,0,0
-42.875,-60.375,Argentina,ARG,unknown_fishing,NA,NA,0,0,0
-34.125,-58.875,Argentina,ARG,unknown_fishing,NA,NA,0,0,0
-39.375,-57.625,Argentina,ARG,unknown_fishing,NA,NA,0,0,0
-49.875,-59.875,Spain,ESP,unknown_fishing,trawlers,trawlers,1,11.775277777777777,13772.757420481925
-49.125,-59.375,Spain,ESP,unknown_fishing,trawlers,trawlers,0,0,0
-50.625,-65.375,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-44.375,-63.375,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,23,244.7968055555558,289112.2484399133
-45.375,-64.875,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,0,0,0
-50.875,-65.875,Chile,CHL,unknown_fishing,trawlers,trawlers,0,0,0
-49.625,-64.125,Chile,CHL,unknown_fishing,trawlers,trawlers,0,0,0
-36.625,-56.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-41.875,-62.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-39.625,-57.375,Argentina,ARG,NA,NA,NA,0,0,0
-47.125,-65.375,Argentina,ARG,NA,trawlers,trawlers,1,1.5536111111111113,2272.6079822390975
-46.625,-65.125,Argentina,ARG,NA,trawlers,trawlers,1,0.8277777777777778,1357.978414219611
-49.625,-59.875,Taiwan,TWN,NA,trawlers,trawlers,1,0.07375,200.201643370775
-48.375,-60.875,South Korea,KOR,NA,squid_jigger,squid_jigger,0,0,0
-50.625,-61.375,South Korea,KOR,NA,squid_jigger,squid_jigger,0,0,0
-35.875,-55.875,Argentina,ARG,unknown_fishing,trawlers,trawlers,2,13.908055555555556,8702.920210792803
-51.875,-56.875,New Zealand,NZL,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-53.875,-57.875,New Zealand,NZL,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-50.375,-58.625,South Korea,KOR,NA,trawlers,trawlers,0,0,0
-46.375,-67.125,Argentina,ARG,unknown_fishing,trawlers,trawlers,2,0.9629166666666666,713.7342249368888
-48.875,-57.125,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-51.125,-58.875,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-51.125,-58.375,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-40.375,-59.875,Argentina,ARG,unknown_fishing,trawlers,trawlers,6,20.609166666666667,22613.342361606163
-45.125,-60.375,Belarus,BLR,NA,trawlers,trawlers,1,2.959027777777777,5168.0165682212155
-37.875,-54.375,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-41.125,-57.125,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-46.875,-65.375,Argentina,ARG,unknown_fishing,trawlers,trawlers,0,0,0
-49.875,-58.125,Falkland Islands,FLK,NA,trawlers,trawlers,1,0.7880555555555556,3145.6992584359386
-50.625,-61.375,Falkland Islands,FLK,NA,trawlers,trawlers,9,14.74666666666667,30452.526414137465
-49.125,-58.375,Falkland Islands,FLK,NA,trawlers,trawlers,1,0.8972222222222221,1769.7054191041666
-51.875,-62.125,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,2,19.95486111111111,60322.04922871216
-44.375,-64.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,7,25.215694444444452,21378.57057630954
-49.125,-60.625,Taiwan,TWN,NA,purse_seines,purse_seines,10,78.15361111111116,200946.8273911547
-50.875,-61.375,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-50.875,-58.625,Taiwan,TWN,NA,purse_seines,purse_seines,0,0,0
-45.375,-66.625,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-51.875,-62.625,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-52.125,-62.875,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-49.375,-61.125,Taiwan,TWN,NA,purse_seines,purse_seines,5,20.122083333333343,49746.43710903679
-46.375,-63.625,Argentina,ARG,NA,drifting_longlines,drifting_longlines,6,40.26777777777778,50861.1279745891
-52.125,-61.875,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-42.875,-61.625,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-50.375,-62.375,Vanuatu,VUT,unknown_fishing,drifting_longlines,drifting_longlines,0,0,0
-49.375,-60.875,Vanuatu,VUT,unknown_fishing,drifting_longlines,drifting_longlines,0,0,0
-51.375,-57.625,Taiwan,TWN,unknown,squid_jigger,squid_jigger,0,0,0
-38.875,-59.375,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-35.875,-56.625,Argentina,ARG,NA,trawlers,trawlers,11,70.85041666666665,35750.22228473851
-43.375,-60.375,Argentina,ARG,NA,trawlers,trawlers,0,0,0
-49.375,-64.625,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-38.875,-54.875,China,CHN,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-57.375,-65.875,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-57.875,-66.375,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-57.625,-66.125,South Korea,KOR,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-52.375,-68.375,China,CHN,NA,squid_jigger,squid_jigger,1,0.7054166666666666,593.3293691252022
-46.125,-60.875,China,CHN,squid_jigger,squid_jigger,squid_jigger,1,8.754722222222222,10491.844817504552
-54.625,-63.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-54.875,-64.125,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-41.375,-56.625,Argentina,ARG,NA,drifting_longlines,drifting_longlines,3,13.961249999999998,10920.591642581125
-39.625,-56.125,Argentina,ARG,NA,drifting_longlines,drifting_longlines,1,10.265138888888888,8029.466556356666
-46.625,-63.125,Argentina,ARG,NA,drifting_longlines,drifting_longlines,2,2.7950000000000017,2712.735838743971
-52.875,-65.125,Argentina,ARG,NA,drifting_longlines,drifting_longlines,1,2.609861111111111,2970.6192287762838
-43.125,-59.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-45.875,-61.625,Argentina,ARG,NA,squid_jigger,squid_jigger,8,72.99638888888889,96484.51866291833
-50.625,-58.875,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,0,0,0
-52.625,-62.375,Falkland Islands,FLK,NA,trawlers,trawlers,25,141.55249999999995,230699.35376522306
-46.125,-61.875,Argentina,ARG,NA,squid_jigger,squid_jigger,7,81.12680555555556,109141.46830864047
-46.875,-63.375,Argentina,ARG,NA,squid_jigger,squid_jigger,14,319.3455555555556,375358.93896682333
-46.875,-62.625,Argentina,ARG,NA,squid_jigger,squid_jigger,5,45.80972222222222,62970.76433424352
-46.625,-63.125,Argentina,ARG,NA,squid_jigger,squid_jigger,5,50.93569444444444,80585.57581440394
-44.625,-59.875,China,CHN,NA,purse_seines,purse_seines,0,0,0
-53.125,-64.375,China,CHN,NA,squid_jigger,squid_jigger,0,0,0
-54.625,-64.875,China,CHN,NA,squid_jigger,squid_jigger,0,0,0
-37.375,-56.625,Uruguay,URY,NA,trawlers,trawlers,1,3.5220833333333337,9052.898661693513
-41.125,-61.625,Argentina,ARG,NA,trawlers,trawlers,1,4.495277777777778,4679.950562778019
-37.375,-56.125,Argentina,ARG,unknown_fishing,trawlers,trawlers,2,15.357499999999998,9609.905324534178
-49.625,-56.375,Falkland Islands,FLK,trawlers,trawlers,trawlers,0,0,0
-50.125,-55.875,Falkland Islands,FLK,unknown_fishing,trawlers,trawlers,0,0,0
-48.375,-59.375,Falkland Islands,FLK,trawlers,trawlers,trawlers,0,0,0
-40.125,-55.625,China,CHN,unknown,NA,NA,0,0,0
-39.875,-59.625,Argentina,ARG,NA,fixed_gear,drifting_longlines,0,0,0
-39.125,-58.375,Argentina,ARG,NA,fixed_gear,drifting_longlines,0,0,0
-39.625,-59.375,Argentina,ARG,NA,fixed_gear,drifting_longlines,0,0,0
-48.875,-64.625,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-51.375,-67.125,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-37.375,-56.875,Panama,PAN,NA,NA,NA,0,0,0
-36.125,-55.375,Panama,PAN,NA,NA,NA,0,0,0
-37.625,-56.375,South Korea,KOR,NA,drifting_longlines,drifting_longlines,0,0,0
-39.125,-59.875,Panama,PAN,NA,NA,NA,0,0,0
-41.875,-57.375,South Korea,KOR,NA,drifting_longlines,drifting_longlines,1,0.65125,798.847465051025
-51.375,-62.625,Taiwan,TWN,NA,squid_jigger,squid_jigger,0,0,0
-48.625,-55.375,Taiwan,TWN,NA,squid_jigger,squid_jigger,0,0,0
-51.125,-57.625,South Korea,KOR,NA,trawlers,trawlers,0,0,0
-48.875,-60.625,South Korea,KOR,NA,trawlers,trawlers,13,92.06930555555562,272221.31923713844
-50.625,-57.625,South Korea,KOR,NA,trawlers,trawlers,5,6.903333333333332,21046.12765482976
-50.375,-61.625,South Korea,KOR,NA,trawlers,trawlers,2,7.383333333333334,22509.499157628165
-48.375,-62.125,Argentina,ARG,NA,trawlers,trawlers,4,24.242916666666662,47651.68491246195
-46.125,-64.875,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,0,0,0
-45.375,-60.625,Taiwan,TWN,NA,squid_jigger,squid_jigger,1,0.8380555555555554,1251.2857156939808
-36.625,-55.125,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-53.125,-64.625,Argentina,ARG,NA,drifting_longlines,drifting_longlines,3,19.94,22671.953033549766
-50.375,-64.375,Argentina,ARG,NA,drifting_longlines,drifting_longlines,0,0,0
-54.125,-64.125,Ukraine,UKR,NA,drifting_longlines,drifting_longlines,0,0,0
-42.625,-61.375,Argentina,ARG,NA,squid_jigger,squid_jigger,11,122.48861111111111,176050.98344643865
-37.375,-55.375,China,CHN,NA,squid_jigger,squid_jigger,0,0,0
-41.875,-60.625,Argentina,ARG,NA,squid_jigger,squid_jigger,2,9.071527777777776,16181.12276358442
-40.625,-55.625,China,CHN,NA,squid_jigger,squid_jigger,0,0,0
-52.125,-63.375,Invalid MMSI,NA,NA,squid_jigger,squid_jigger,0,0,0
-47.375,-60.875,Invalid MMSI,NA,NA,squid_jigger,squid_jigger,0,0,0
-44.625,-62.625,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,2,7.12888888888889,11038.183852267555
-56.125,-63.375,Chile,CHL,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-56.125,-57.125,Chile,CHL,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-56.125,-61.875,Chile,CHL,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-55.375,-63.625,Ukraine,UKR,NA,trawlers,trawlers,0,0,0
-36.875,-56.375,Spain,ESP,drifting_longlines,drifting_longlines,drifting_longlines,0,0,0
-43.375,-59.375,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,1,0.3881944444444444,575.5394670723749
-41.625,-60.875,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,1,3.474722222222222,5151.64450347645
-43.375,-59.625,Argentina,ARG,motor_passenger,trawlers,trawlers,2,16.19277777777777,22365.639391272864
-41.875,-58.125,Argentina,ARG,motor_passenger,trawlers,trawlers,1,3.3975,4692.663659976301
-42.875,-61.125,Argentina,ARG,motor_passenger,trawlers,trawlers,2,17.676388888888894,24414.81906651884
-44.875,-61.625,Argentina,ARG,motor_passenger,trawlers,trawlers,1,3.950555555555556,5456.549960933934
-42.375,-59.625,Argentina,ARG,motor_passenger,trawlers,trawlers,0,0,0
-47.125,-60.875,Argentina,ARG,motor_passenger,trawlers,trawlers,0,0,0
-41.125,-60.125,China,CHN,unknown,drifting_longlines,drifting_longlines,0,0,0
-43.625,-63.375,Argentina,ARG,NA,fixed_gear,trawlers,7,34.17666666666666,39961.77534182929
-43.375,-62.875,Argentina,ARG,NA,fixed_gear,trawlers,1,11.755833333333326,13745.751603120681
-44.875,-63.375,Argentina,ARG,NA,fixed_gear,trawlers,2,9.591388888888888,11214.930108082372
-40.875,-60.125,Argentina,ARG,NA,fixed_gear,trawlers,0,0,0
-42.875,-61.625,Argentina,ARG,NA,fixed_gear,trawlers,0,0,0
-41.625,-59.875,Argentina,ARG,NA,fixed_gear,trawlers,0,0,0
-42.625,-63.375,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,0,0,0
-45.875,-66.375,Argentina,ARG,unknown_fishing,fixed_gear,trawlers,32,143.29569444444454,102130.59787027245
-44.875,-63.125,Argentina,ARG,unknown_fishing,fixed_gear,trawlers,0,0,0
-35.375,-56.875,Argentina,ARG,unknown_fishing,fixed_gear,trawlers,0,0,0
-36.625,-56.375,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-54.875,-67.875,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-53.875,-67.125,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-39.625,-56.625,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,5,31.605,43870.459330328034
-47.125,-61.125,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,3,18.207638888888876,28779.611493862336
-53.375,-61.375,Spain,ESP,trawlers,trawlers,trawlers,7,10.027083333333332,11673.531500000003
-50.125,-56.875,Spain,ESP,trawlers,trawlers,trawlers,0,0,0
-49.875,-61.125,Spain,ESP,unknown_fishing,trawlers,trawlers,0,0,0
-47.875,-60.625,Spain,ESP,unknown_fishing,trawlers,trawlers,0,0,0
-51.125,-62.375,Spain,ESP,unknown_fishing,trawlers,trawlers,0,0,0
-50.875,-61.625,Spain,ESP,unknown_fishing,trawlers,trawlers,0,0,0
-49.625,-63.875,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,3,15.343333333333334,17054.28692227956
-49.375,-63.875,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,6,20.97277777777777,24977.551453538093
-50.875,-68.625,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,44,363.0916666666669,452642.69819275464
-45.375,-62.375,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,0,0,0
-47.875,-62.625,China,CHN,squid_jigger,squid_jigger,squid_jigger,0,0,0
-53.625,-61.125,Chile,CHL,unknown,drifting_longlines,drifting_longlines,0,0,0
-53.625,-54.875,Chile,CHL,unknown,drifting_longlines,drifting_longlines,0,0,0
-53.125,-54.625,Chile,CHL,unknown,drifting_longlines,drifting_longlines,0,0,0
-34.625,-57.625,Argentina,ARG,motor_passenger,trawlers,trawlers,0,0,0
-42.125,-63.875,Argentina,ARG,unknown_fishing,trawlers,trawlers,4,84.07180555555557,118300.6123187439
-44.625,-60.625,Argentina,ARG,NA,other_fishing,pole_and_line,1,2.154444444444445,3610.7466708628785
-50.875,-63.125,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-41.125,-58.875,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-45.875,-63.625,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-44.625,-59.875,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-52.125,-64.625,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-46.875,-62.875,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-52.375,-64.375,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-47.875,-63.625,Argentina,ARG,NA,other_fishing,pole_and_line,0,0,0
-42.875,-64.625,United Arab Emirates,ARE,NA,fixed_gear,set_longlines,0,0,0
-44.625,-65.625,United Arab Emirates,ARE,NA,fixed_gear,set_longlines,0,0,0
-39.625,-59.375,United Arab Emirates,ARE,NA,fixed_gear,set_longlines,0,0,0
-49.625,-58.875,Taiwan,TWN,NA,passenger,motor_passenger,0,0,0
-56.875,-64.125,Chile,CHL,NA,purse_seines,purse_seines,0,0,0
-48.625,-57.375,Chile,CHL,unknown,drifting_longlines,drifting_longlines,0,0,0
-41.375,-56.375,China,CHN,unknown,squid_jigger,squid_jigger,0,0,0
-38.625,-55.375,China,CHN,unknown,cargo_or_tanker,tanker,0,0,0
-41.875,-59.875,China,CHN,NA,squid_jigger,squid_jigger,0,0,0
-41.875,-60.375,China,CHN,unknown,reefer,reefer,0,0,0
-45.625,-62.875,Argentina,ARG,NA,fixed_gear,trawlers,0,0,0
-47.375,-65.375,Argentina,ARG,unknown_fishing,purse_seines,purse_seines,0,0,0
-46.125,-64.125,Argentina,ARG,unknown_fishing,purse_seines,purse_seines,0,0,0
