year,mmsi,on_fishing_list,on_fishing_list_nn,flag_country_name,flag_iso3,known_label,inferred_label_allyears,inferred_sublabel_allyears,length,tonnage,engine_power,days,hours,fishing_days,fishing_hours,fishing_kwh
2015,701054000,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,43.4909020936,653.131387174,1091.98152621,240,5689.250138888883,5,50.61124999999999,55266.55001839589
2015,224770000,FALSE,TRUE,Spain,ESP,unknown_fishing,trawlers,trawlers,70.9337156759,2307.68252879,2770.39961364,189,4136.860416666676,149,2744.224166666668,7602597.5710748695
2014,701000662,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,53.0032154759,822.219773924,1819.88955314,198,4467.032499999997,114,2186.834305555554,3979796.9071287224
2015,412420316,TRUE,FALSE,China,CHN,NA,cargo_or_tanker,cargo,25.7194134708,237.458098592,564.537920016,13,200.82430555555555,4,24.789861111111115,13994.816629152194
2014,701000808,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,51.4823835614,1093.55185812,2173.99397977,59,1220.4823611111124,26,519.2824999999999,1128917.0287999148
2016,416312000,TRUE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,63.8787440067,1012.64455751,1841.18095258,52,1205.7709722222382,50,846.6626388889014,1558859.1239833795
2014,701000729,FALSE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,36.8462062276,583.153996544,1110.37667029,272,6475.111527777771,141,2535.6961111111086,2815577.8047228577
2016,412420649,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,58.208651602,732,988.814578342,6,43.24972222222222,3,22.66111111111111,22407.63702809454
2014,440811000,TRUE,TRUE,South Korea,KOR,unknown,squid_jigger,squid_jigger,61.72,539,1194,101,2343.5604166666694,49,537.7643055555554,642090.5808333337
2015,412694470,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,66.72,1273,1250,19,213.305138888889,6,28.55,35687.49999999999
2015,701000623,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,56.7212121398,811.246320843,1392.18420216,132,3058.996388888877,67,894.949722222221,1245934.8650052529
2015,701000577,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,39.3858896428,790.313534027,1073.40249352,345,8140.853611111087,176,3671.8098611111063,3941329.860648007
2014,416573000,FALSE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,65.6711050695,1080.50012927,1738.33123951,71,1600.6148611111112,21,224.68152777777786,390570.9186769449
2014,770576098,FALSE,TRUE,Uruguay,URY,NA,trawlers,trawlers,25.279283364,151.793137637,337.467153333,9,163.9986111111111,9,159.4098611111111,53795.59204237557
2014,770576116,TRUE,TRUE,Uruguay,URY,unknown_fishing,trawlers,trawlers,29.4018239595,164.451831226,462.804670544,46,558.2115277777779,44,486.0849999999998,224962.40828138014
2016,412420688,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,55.7195987126,950,1135.6638222,16,117.01222222222223,12,85.80402777777778,97444.53014626606
2015,412420459,TRUE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,48.8532639854,746.287450211,899.46720716,7,96.50291666666666,1,12.394861111111112,11148.771106747206
2016,412328763,FALSE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,67.68,1491,1760,1,0.9676388888888889,1,0.9676388888888889,1703.0444444444445
2015,701000823,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,51.9861948581,1133.7104265,1448.9462105,271,6419.898611111059,89,1537.7108333333294,2228060.284803117
2016,701000907,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,51.0275527625,733.781579637,1060.52995811,276,6561.799166666629,89,1434.6045833333353,1521441.1386669148
2016,701000830,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,57.8945551884,1485.87854157,2508.60682435,252,5900.916249999806,88,1071.0813888888833,2686922.081601
2016,412354154,TRUE,FALSE,China,CHN,unknown,cargo_or_tanker,cargo,60.4203091949,985,1103,48,358.9109722222219,37,146.2940277777778,161362.31263888895
2016,412328766,FALSE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,61.5191470136,1019.76737219,1631.65526127,1,6.375555555555556,1,6.375555555555556,10402.7087657414
2014,412851888,FALSE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,49.6565692285,799.660598739,1174.68085013,3,11.006249999999998,1,7.188749999999999,8444.486961372037
2016,701000732,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,65.2650886775,2030.71448473,2430.78834796,360,8597.338055554865,231,4331.6555555554405,10529337.85182069
2016,440347000,FALSE,TRUE,South Korea,KOR,NA,drifting_longlines,drifting_longlines,60.5817237999,1304.24558297,2488.21604532,156,845.8508333333309,121,322.3705555555533,802127.5888720558
2015,701000860,TRUE,TRUE,Argentina,ARG,unknown_fishing,squid_jigger,squid_jigger,48.0789768454,603.587346284,967.456434039,200,4773.712361111067,90,1689.2951388888757,1634319.4511088857
2015,701000869,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,32.7744608109,489.014140284,1128.19590001,251,5680.566944444394,118,1701.2959722222258,1919395.1405646398
2015,701000547,TRUE,TRUE,Argentina,ARG,NA,drifting_longlines,drifting_longlines,50.6586105818,849.027952594,1546.7667124,144,3428.3418055555408,50,796.4065277777779,1231855.1067047347
2015,416201700,TRUE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,68.6424487899,1295.58450094,2083.26205819,88,2077.824166666635,66,909.2272222222299,1894158.5743290435
2014,416312000,TRUE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,63.8787440067,1012.64455751,1841.18095258,78,1835.0216666666688,46,535.6188888888888,986171.2960642856
2015,701000800,TRUE,TRUE,Argentina,ARG,NA,fixed_gear,drifting_longlines,34.774535011,553.193759616,1098.98471024,195,4661.79249999989,116,2349.6384722221974,2582216.755563898
2016,701006377,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,43.8189969416,625.787235764,1541.70135815,240,5751.706249999782,123,2406.2881944444425,3709777.777475277
2015,233659000,TRUE,TRUE,United Kingdom,GBR,trawlers,trawlers,trawlers,60.82,1871,2461.8,151,3592.7370833333175,137,2662.378055555551,6554242.297166669
2014,412440156,TRUE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,60.0023780896,798.422835099,1159.45630044,8,117.14555555555556,1,7.16388888888889,8306.216107874334
2014,701000732,FALSE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,65.2650886775,2030.71448473,2430.78834796,279,6606.793333333304,166,3130.2990277777953,7609094.402352718
2016,416241500,TRUE,FALSE,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,73.1885716823,1374.85146661,2264.85233664,30,622.8600000000027,26,383.92375000000015,869530.6022790872
2015,701000531,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,49.6213361193,962.86486772600006,1536.79705465,273,6315.837222222206,75,1212.385555555555,1863190.5508779846
2016,701000543,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,37.4514280184,436.708898368,969.600831021,224,5154.242777777779,32,577.6712499999987,560110.5240569403
2016,73728132,TRUE,FALSE,Invalid MMSI,NA,NA,cargo_or_tanker,cargo,19.7322661321,29.0929906412,519.320235186,21,332.4934722222221,12,47.91555555555555,24883.517580178952
2016,701006582,FALSE,TRUE,Argentina,ARG,NA,trawlers,trawlers,25.404461957,152.724233887,304.363882285,99,1592.706666666667,48,599.2375,182386.25191075768
2015,701000546,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,46.5870585838,763.195160364,1543.90669744,271,6472.378611110877,155,2415.392777777753,3729141.086559382
2015,412699080,TRUE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,66.1762269864,1099.41265238,1246.30328857,9,136.8995833333333,3,20.109027777777776,25061.94744938992
2014,412440157,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,59.9509057174,742,1325.61161115,11,124.14208333333335,4,8.472361111111113,11231.060262744604
2015,412329633,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,61.14,989,1470,25,181.31138888888887,12,46.59875,68500.1625
2014,701000850,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,46.9711930334,730.995944838,1453.59764746,308,7082.466249999996,145,2389.329583333333,3473123.8613399146
2015,412401570,TRUE,FALSE,China,CHN,unknown,NA,NA,64.15,971,1213,5,74.87708333333333,1,5.334444444444444,6470.681111111111
2014,416031700,FALSE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,63.548437114,1072.02193835,1881.69440104,79,1836.713194444444,43,486.93111111111114,916255.5454699643
2015,440548000,TRUE,TRUE,South Korea,KOR,NA,squid_jigger,squid_jigger,58.2384719838,841.435747521,1296.16531297,127,2983.325833333284,74,695.9372222222239,902049.6874491398
2014,701066000,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,31.3538823017,397.027712168,910.487295507,222,5214.484722222219,153,3139.039444444443,2858055.5342620183
2015,740369000,TRUE,TRUE,Falkland Islands,FLK,NA,drifting_longlines,drifting_longlines,45.4619863065,885.530901451,1367.34236192,305,7290.189027777451,229,4446.014861111003,6079224.4613231
2014,224559000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,55.8,863,1066.96,48,1038.2456944444446,38,764.3822222222225,815565.2558222223
2015,701000908,TRUE,TRUE,Argentina,ARG,NA,squid_jigger,squid_jigger,54.1512632902,758.228857379,1331.19868508,143,3311.137083333325,59,721.7837500000003,960837.5789121111
2016,701000882,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,32.3396774601,374.633515689,953.961325821,205,4893.455833333095,154,2935.3304166666303,2800191.6960059246
2015,412331065,TRUE,FALSE,China,CHN,NA,NA,NA,NA,NA,NA,1,11.649166666666666,1,11.649166666666666,NA
2015,412670680,TRUE,FALSE,China,CHN,NA,cargo_or_tanker,tanker,49.0509711686,1157.10493008,1159.24681026,3,20.46097222222222,1,12.387222222222222,14359.8478490929
2014,416164900,FALSE,TRUE,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,68.9268417235,1193.26875526,1991.29758567,74,1740.6927777777769,41,486.2043055555557,968177.4597951368
2016,701000549,FALSE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,53.1196967082,1029.26793137,2512.14656081,250,5978.208333332952,124,2005.7486111110723,5038734.475252243
2016,224567000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,55.62,1557.82813065,1421.04,53,945.4016666666647,44,678.1776388888882,963717.5519666683
2016,416639000,TRUE,TRUE,Taiwan,TWN,unknown,squid_jigger,squid_jigger,57.2,869,1343,13,211.72902777777782,2,3.264166666666668,4383.775833333334
2015,416229800,FALSE,TRUE,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,66.2113756271,1212.1877308,2067.57832694,83,1989.8880555555334,47,351.8920833333331,727564.4449217618
2015,412270039,TRUE,TRUE,China,CHN,trawlers,trawlers,trawlers,119.52,7765,5294,14,164.25388888888887,8,36.34916666666666,192432.4883333334
2015,740337000,TRUE,TRUE,Falkland Islands,FLK,NA,trawlers,trawlers,85.9908610458,3455.48601323,3991.72271074,115,2722.4129166666635,105,1897.6795833333374,7575010.690499335
2014,441879000,TRUE,TRUE,South Korea,KOR,unknown,squid_jigger,squid_jigger,50.55,454,918,110,2580.6913888888907,45,450.58680555555577,413638.6875
2016,412326879,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,57.3123589666,955,1314.23177917,20,162.8593055555556,19,150.31875000000002,197553.67825511034
2015,416004545,TRUE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,70.7574473349,1340.7415514,2248.71322656,90,2141.5104166666238,79,1479.7513888888773,3327536.520214961
2014,412420383,FALSE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,56.468364278,949,1312.78201068,20,173.89319444444445,14,91.16444444444446,119679.04268030293
2015,701000928,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,37.4560449298,469.829103466,1276.22308007,196,4686.2741666665825,137,2316.3048611110858,2956121.724228349
2015,701006046,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,55.7455094942,1045.34845505,1637.74019623,330,7889.099305555128,193,3197.099722222191,5236018.726439076
2016,412201876,TRUE,FALSE,China,CHN,unknown,cargo_or_tanker,tanker,58.5321919513,989,1571.89042832,70,1669.055972222158,16,250.2572222222201,393376.93222906685
2015,412217993,FALSE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,67.6528902805,1664.02138251,2325.90857638,55,355.74694444444475,29,125.75555555555549,292495.92519409803
2016,701006445,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,53.0672330001,1127.41495065,1371.71490468,129,3063.555277777701,112,2176.282499999956,2985239.1420443146
2016,770576124,TRUE,TRUE,Uruguay,URY,unknown_fishing,trawlers,trawlers,29.4635539996,315.497294123,763.566788767,31,642.7006944444449,27,445.5376388888887,340197.74420122046
2016,412329369,TRUE,TRUE,China,CHN,NA,trawlers,trawlers,43.7288390564,685.113116457,908.019721262,1,0.34291666666666665,1,0.34291666666666665,311.3750960827608
2015,725002300,TRUE,TRUE,Chile,CHL,unknown,drifting_longlines,drifting_longlines,45.55,536.85,894.72,6,22.076666666666664,2,1.6370833333333332,1464.7312000000002
2015,701068000,FALSE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,70.3821007022,2287.45925214,3528.10643552,364,8704.461388888456,214,3907.183055555479,13784957.68306098
2016,1957,FALSE,TRUE,Invalid MMSI,NA,NA,trawlers,trawlers,32.1917566776,175.169026566,465.924276772,6,43.35055555555556,6,43.162222222222226,20110.32717276123
2014,701000540,TRUE,FALSE,Argentina,ARG,NA,cargo_or_tanker,trawlers,40.1396844516,514.074916806,1015.31727252,68,1583.168333333331,4,27.4348611111111,27855.088355298354
2015,412331071,TRUE,TRUE,China,CHN,NA,trawlers,trawlers,55.3370126026,731.633478775,1784.94542987,12,201.2716666666667,3,33.906666666666666,60521.54970879214
2015,701000503,TRUE,FALSE,Argentina,ARG,NA,passenger,motor_passenger,27.1972577678,315.321108381,294.503607052,150,3556.8061111110887,1,0.692361111111111,203.90284460475277
2016,272364000,TRUE,TRUE,Ukraine,UKR,drifting_longlines,drifting_longlines,drifting_longlines,55.46,871,1800.25505691,30,319.7993055555548,15,71.41444444444441,128564.21474753009
2015,440854000,TRUE,TRUE,South Korea,KOR,NA,drifting_longlines,drifting_longlines,55.8765589849,820.973858801,1629.63227629,45,429.92375000000084,23,65.84013888888892,107295.2154087495
2014,701000531,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,49.6213361193,962.86486772600006,1536.79705465,347,8267.164027777759,147,2600.6644444444487,3996693.458355198
2014,412329691,FALSE,TRUE,China,CHN,NA,trawlers,trawlers,73.9074885009,2379.57079862,3351.27227409,7,14.692499999999997,4,4.3,14410.470778586998
2016,770565353,TRUE,TRUE,Uruguay,URY,NA,trawlers,trawlers,47.3611306385,836.745809925,1416.17243939,242,5236.885138888895,239,4823.4431944444495,6830827.314935439
2014,416174500,FALSE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,65.3762272616,1114.3514413,1838.08826389,77,1786.9587500000002,29,318.24,584953.2091003534
2016,412420659,TRUE,FALSE,China,CHN,unknown,reefer,reefer,71.01,1587,2100,6,22.06111111111111,1,1.7036111111111112,3577.5833333333335
2014,416239600,FALSE,TRUE,Taiwan,TWN,NA,drifting_longlines,drifting_longlines,80.3594754744,1738.17411397,2572.30501746,66,1389.335416666667,23,277.2356944444447,713134.7678384517
2014,701000564,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,63.5634360585,878.209904203,1511.11501136,172,4054.291388888889,18,117.89805555555554,178157.5215601552
2016,701037000,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,56.4164353135,1275.93383596,1510.25254226,363,8658.262777777632,213,3948.925694444419,5963875.069230498
2015,701000551,FALSE,TRUE,Argentina,ARG,motor_passenger,trawlers,trawlers,57.3646562057,777.860238404,1381.21079028,344,8137.277916666337,55,603.6645833333333,833788.0362098792
2015,701000535,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,45.7388810203,803.734050343,1793.82466857,94,2157.066666666668,8,143.02041666666662,256553.55152582683
2014,701000870,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,31.1301911682,292.012320894,685.78387019,229,5124.933888888889,6,124.08388888888885,85094.72955044816
2016,701000876,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,66.2478641431,1358.1839311,1930.6083456,147,3460.7162499999977,54,1065.8662499999996,2057770.2775433743
2016,701000636,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,38.5645356911,519.696855509,914.759667145,246,5760.0204166666545,129,2276.5087500000027,2082458.3864026756
2015,412329688,TRUE,TRUE,China,CHN,unknown,trawlers,trawlers,75.5888174824,1617,3303.89940946,13,21.209027777777777,12,16.576666666666668,54767.63921081526
2014,412440151,TRUE,TRUE,China,CHN,NA,fixed_gear,set_longlines,43.6895411056,544.391811617,974.557011419,8,66.14916666666667,1,16.996111111111112,16563.679250189703
2016,233659000,TRUE,TRUE,United Kingdom,GBR,trawlers,trawlers,trawlers,60.82,1871,2461.8,163,3847.106527777747,148,2919.064027777761,7186151.823583288
2014,701000549,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,53.1196967082,1029.26793137,2512.14656081,229,5455.1181944444525,124,2212.022361111113,5556924.3669000855
2016,701006605,TRUE,TRUE,Argentina,ARG,NA,other_fishing,pole_and_line,44.9275831276,1504.70273218,1675.95255481,363,8594.981527777005,259,5234.284444444294,8772412.387268443
2015,412439598,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,69.29,1596,2400,16,116.24680555555551,10,74.76902777777778,179445.66666666666
2016,701000960,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,38.7739431524,610.576411226,1315.75726753,216,5050.0330555555265,151,3005.810972222205,3954917.6315228078
2015,2000080,TRUE,TRUE,Invalid MMSI,NA,NA,trawlers,trawlers,68.5075747627,2704.95901268,2666.86717378,2,24.415416666666662,2,20.3711111111111,54327.047515647224
2015,701000814,TRUE,TRUE,Argentina,ARG,NA,trawlers,trawlers,48.4973735654,909.021533009,1732.04450305,43,988.0161111111158,30,579.0245833333337,1002896.3466933193
2014,725002350,FALSE,TRUE,Chile,CHL,unknown,drifting_longlines,drifting_longlines,55.37,878,1192.96,35,362.2181944444442,17,149.99472222222218,178937.70382222233
2016,701000583,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,30.9743034474,323.992352452,720.199357879,348,8267.974722222181,165,3003.4979166666544,2163117.2709742496
2015,416573000,FALSE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,65.6711050695,1080.50012927,1738.33123951,73,1697.5998611111086,31,228.66111111111093,397488.75270551187
2014,416018900,FALSE,TRUE,Taiwan,TWN,unknown,squid_jigger,squid_jigger,59.3,796.52,1400,76,1792.6320833333325,40,509.2908333333332,713007.1666666666
2015,740338000,TRUE,TRUE,Falkland Islands,FLK,trawlers,trawlers,trawlers,79.4532455138,2837.23711487,3149.05436198,128,3038.0905555555373,114,2113.343194444451,6655032.604825901
2015,224421000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,42.74,748,1136.87,1,0.3636111111111111,1,0.09291666666666666,105.63417083333331
2014,770576062,TRUE,TRUE,Uruguay,URY,unknown_fishing,trawlers,trawlers,32.6345690678,339.727972216,832.516921405,212,4604.348194444445,190,3148.099444444445,2620846.057765679
2015,770576246,FALSE,TRUE,Uruguay,URY,NA,trawlers,trawlers,12.6852950115,12.7196075643,130.98093037,5,38.35805555555555,1,11.139583333333333,1459.0729889341458
2016,225344000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,64.98,1083,1300.96,198,4521.93819444444,175,3381.475138888895,4399163.896688981
2014,770576115,TRUE,TRUE,Uruguay,URY,NA,trawlers,trawlers,28.6604819628,157.051761289,451.637462493,46,670.8799999999997,44,598.912222222222,270491.19630048814
2015,224732000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,65.9,1605,1471.67,209,4427.669166666625,192,3717.172638888854,5470451.457473525
2016,725002460,FALSE,TRUE,Chile,CHL,unknown,drifting_longlines,drifting_longlines,55.37,1197,1192.96,18,178.08041666666668,1,9.27111111111111,11060.064711111112
2015,416234600,TRUE,FALSE,Taiwan,TWN,NA,passenger,motor_passenger,75.276590929,1554.25088854,2332.2848896,90,2148.067916666649,45,282.8243055555555,659626.8542588371
2015,701000720,TRUE,TRUE,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,44.197112733,780.988175366,1548.37367005,204,4882.131388888748,137,1892.3473611110865,2930060.828533098
2016,123456789,TRUE,FALSE,Invalid MMSI,NA,NA,passenger,motor_passenger,157.562025017,130.726445945,NA,7,52.52749999999999,3,20.48486111111111,0
2016,701000803,TRUE,TRUE,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,37.7935536352,570.219283916,1142.39959449,168,3996.398194444398,93,1148.9769444444564,1312590.7954116543
2014,770576112,TRUE,TRUE,Uruguay,URY,unknown_fishing,trawlers,trawlers,27.8892355679,151.379868381,445.394397574,28,425.7654166666666,25,394.02166666666665,175495.0428561034
2015,701015000,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,28.7396214425,254.26346822,605.974097655,300,6569.140416666624,145,2535.533888888892,1536467.8603931232
2014,412439588,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,59.62,955,882,8,128.07861111111112,2,23.479305555555555,20708.747499999998
2014,224888000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,48.96,796,1039,119,2828.297500000003,111,2214.479444444441,2300844.142777779
2014,416510000,TRUE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,62.0881265682,1250.01857202,1797.36891691,73,1640.1551388888884,26,301.1994444444444,541366.5192350049
2016,412331054,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,73.9617749664,1655,2100,3,1.2718055555555556,3,1.2718055555555556,2670.7916666666665
2016,440256000,TRUE,TRUE,South Korea,KOR,NA,trawlers,trawlers,71.8416136875,1899.25688084,2604.64140067,1,2.598055555555555,1,2.598055555555555,6767.003061240698
2015,412331034,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,61.14,989,1470,20,104.2013888888889,9,13.840138888888884,20345.004166666666
2014,701000713,FALSE,TRUE,Argentina,ARG,NA,drifting_longlines,drifting_longlines,38.0552138628,471.475641734,782.207298242,149,3326.089583333335,101,1785.5854166666636,1396697.9445511498
2016,701006003,FALSE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,35.0515985117,486.041406031,914.185370642,270,6413.297916666255,154,2778.473194444345,2540039.547082245
2015,701006059,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,37.9064841143,533.850693834,1252.52673604,255,6077.764861111036,177,3238.050972222216,4055745.4153686273
2015,701007026,TRUE,TRUE,Argentina,ARG,NA,squid_jigger,squid_jigger,46.5992301317,620.204508589,917.593192337,334,8010.002916666757,76,1439.4640277777776,1320842.3925028823
2016,412209146,FALSE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,67.85,1419,2e3,18,73.48388888888891,18,73.48388888888891,146967.77777777766
2014,740337000,TRUE,TRUE,Falkland Islands,FLK,NA,trawlers,trawlers,85.9908610458,3455.48601323,3991.72271074,138,3268.3511111111193,125,2029.7195833333312,8102077.757225426
2014,701000869,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,32.7744608109,489.014140284,1128.19590001,155,3597.8916666666646,61,887.1762499999982,1000908.6078362465
2015,412331067,TRUE,TRUE,China,CHN,NA,drifting_longlines,drifting_longlines,54.7696737964,692.063295384,1237.67771529,5,71.45555555555556,1,3.8652777777777776,4783.968168961208
2015,770576115,TRUE,TRUE,Uruguay,URY,NA,trawlers,trawlers,28.6604819628,157.051761289,451.637462493,19,244.70361111111097,18,216.8711111111111,97947.11831025977
2015,701000919,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,40.785742245,748.89421879,1341.69267588,197,4702.744722222097,135,2319.7230555555266,3112355.433708841
2016,224526000,TRUE,TRUE,Spain,ESP,trawlers,trawlers,trawlers,53.85,942.2,808.68,86,1970.8527777777922,82,1751.13680555556,1416109.3119166682
2016,701000558,TRUE,TRUE,Argentina,ARG,unknown_fishing,drifting_longlines,drifting_longlines,45.8199568432,459.205790803,929.25568345,225,5384.692499999724,43,552.58652777778,513494.17153540364
2016,412329695,TRUE,TRUE,China,CHN,unknown,trawlers,trawlers,70.87,1040.1507621,2100,6,98.14402777777778,1,10.619722222222222,22301.416666666664
2016,701007026,TRUE,TRUE,Argentina,ARG,NA,squid_jigger,squid_jigger,46.5992301317,620.204508589,917.593192337,322,7714.27222222196,85,1554.5701388888876,1426462.976454821
2014,412329693,TRUE,TRUE,China,CHN,unknown,trawlers,trawlers,73.2944890943,1617,2931.43905541,19,71.43069444444446,15,68.57208333333337,201014.88319416248
2014,412439599,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,69.29,1596,2400,26,160.07444444444442,11,35.22541666666666,84541
2015,900028618,TRUE,TRUE,Invalid MMSI,NA,NA,trawlers,trawlers,61.9487101428,720.922079873,1922.17783212,1,1.6452777777777776,1,1.6452777777777776,3162.5164721240994
2016,412217993,FALSE,TRUE,China,CHN,NA,squid_jigger,squid_jigger,67.6528902805,1664.02138251,2325.90857638,25,107.51458333333328,20,67.98930555555549,158136.908893787
2014,770576305,FALSE,TRUE,Uruguay,URY,NA,trawlers,trawlers,46.6907713054,616.167535206,974.29741707,3,10.801388888888889,3,10.801388888888889,10523.765295213047
2014,416241500,TRUE,FALSE,Taiwan,TWN,NA,cargo_or_tanker,drifting_longlines,73.1885716823,1374.85146661,2264.85233664,75,1765.2848611111121,58,1005.3988888888897,2277080.0227552583
2016,770576120,TRUE,TRUE,Uruguay,URY,NA,trawlers,trawlers,28.7777728331,148.455807119,421.173845723,106,1794.2804166666645,100,1580.0373611111036,665470.4117651882
2014,412420432,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,54.7265668669,955,1101.54046473,10,129.05875,5,41.450833333333335,45659.770213445765
2016,416248900,FALSE,TRUE,Taiwan,TWN,NA,squid_jigger,squid_jigger,77.5169441534,1549.90680271,2427.57498232,6,38.70208333333333,4,8.042083333333332,19522.76030573263
2016,412424491,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,52.427929854,965,1038.26778908,30,282.1301388888889,29,282.0923611111111,292887.4120871903
2014,701000925,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,41.2291388161,694.316513496,1178.00221662,271,6402.266388888887,124,2316.579444444446,2728935.7205318855
2015,412329655,TRUE,FALSE,China,CHN,unknown,reefer,reefer,85.885711762,1655,2100,10,54.019861111111105,7,25.15486111111111,52825.20833333333
2015,701006058,TRUE,TRUE,Argentina,ARG,unknown_fishing,trawlers,trawlers,42.1202506862,572.287409892,1247.90337622,292,6980.780416666467,206,3416.411527777718,4263351.480070668
2015,770111111,TRUE,FALSE,Uruguay,URY,NA,tug,tug,25.4376969848,193.384904931,393.10557678,73,242.24125000000004,21,58.04333333333333,22817.158028233796
2016,412200335,TRUE,TRUE,China,CHN,unknown,squid_jigger,squid_jigger,56.12,861,971,27,132.12555555555554,22,80.42902777777779,78096.58597222222
