year,mmsi,gear_type,total_hours,total_fishing_hours,fishing_hours_eez,fishing_hours_falkland,fishing_hours_hs
2016,701000629,trawlers,5715.722916666613,559.4390277777798,559.4390277777798,0,0
2015,701000550,trawlers,6332.569166666425,2134.0398611110686,2134.0398611110686,0,0
2015,701041000,drifting_longlines,7928.3722222216375,2759.1852777777417,2759.1852777777417,0,0
2016,701000619,trawlers,6581.648611110795,3519.9956944444175,3519.9956944444175,0,0
2015,701000636,trawlers,5025.835555555559,830.1370833333333,830.1370833333333,0,0
2014,701000884,trawlers,3332.2922222222205,919.5818055555554,866.5947222222222,52.98708333333334,0
2015,701000870,trawlers,7651.913611111075,2693.309166666665,2693.309166666665,0,0
2016,701006132,squid_jigger,4414.256388888885,1414.6627777777778,1414.6627777777778,0,0
2016,701006038,trawlers,8096.634722222028,1660.8020833333355,1660.8020833333355,0,0
2015,701006214,squid_jigger,1002.0797222222212,97.8365277777778,97.8365277777778,0,0
2014,701006042,trawlers,6064.45833333333,3074.920416666667,3048.30625,26.61416666666667,0
2014,701006529,trawlers,2568.1349999999925,788.936249999999,788.936249999999,0,0
2015,701006445,trawlers,7241.769722222108,3746.309166666635,3218.8263888888587,527.4827777777774,0
2015,701000509,trawlers,8153.534305555524,2326.1049999999996,2326.1049999999996,0,0
2015,701000626,purse_seines,7866.00041666638,2346.2883333333143,2346.2883333333143,0,0
2014,701000564,trawlers,4089.0708333333314,117.89805555555557,111.49472222222224,6.403333333333333,0
2015,701000620,trawlers,8377.720416666562,3393.88277777777,3388.570416666659,0,5.3123611111111115
2016,701000636,trawlers,5953.79833333331,2276.508750000001,2276.508750000001,0,0
2014,701006168,trawlers,8698.69611111114,3950.5463888888767,3532.812361111103,417.73402777777807,0
2014,701000919,trawlers,5053.427083333334,2006.4393055555556,2006.4393055555556,0,0
2016,701006140,trawlers,8784.037361110813,1135.6647222222196,1135.6647222222196,0,0
2016,701007011,trawlers,4125.58138888886,1569.5623611111046,1569.5623611111046,0,0
2016,701000615,trawlers,1481.6116666666812,617.1961111111144,617.1961111111144,0,0
2014,701000686,trawlers,6507.221944444317,2818.616805555555,2818.616805555555,0,0
2015,701006427,trawlers,8629.374305555415,4136.1349999999975,4136.1349999999975,0,0
2014,701000658,trawlers,6735.355138888885,3848.3994444444415,3848.3994444444415,0,0
2015,701000551,trawlers,8137.277916666333,603.6645833333331,590.9954166666664,12.669166666666662,0
2014,701000725,trawlers,8257.035694444428,346.6706944444445,190.83152777777778,0,0
2014,701000878,trawlers,2984.538888888889,1568.7450000000003,1100.3147222222221,468.4302777777778,0
2015,701000823,trawlers,6419.898611111044,1537.7108333333247,1230.6749999999993,307.03583333333296,0
2015,701006135,trawlers,8759.89013888869,1177.5065277777753,1003.8655555555553,173.6409722222223,0
2015,701000632,trawlers,3406.2449999999676,615.0751388888897,485.8679166666663,129.20722222222224,0
2015,701000768,trawlers,3019.609999999975,785.0168055555579,642.9036111111117,142.11319444444447,0
2016,701000882,trawlers,5298.271388888578,2935.330416666625,2935.330416666625,0,0
2015,701000869,trawlers,6723.604027777716,1701.2959722222213,1701.2959722222213,0,0
2014,701000844,trawlers,5594.8911111111065,2893.202499999998,1462.1186111111112,0,0
2014,701006300,trawlers,3506.2475000000004,1560.6638888888892,1560.6638888888892,0,0
2015,701000745,trawlers,6200.357777777759,1484.5994444444457,1484.5994444444457,0,0
2014,701000583,trawlers,6430.322361111109,2236.6284722222226,2236.6284722222226,0,0
2014,701006026,trawlers,7246.588055555554,3254.6872222222232,3254.6872222222232,0,0
2014,701031000,trawlers,8642.777638888896,4275.619305555558,3945.0630555555563,330.55625,0
2015,701000830,trawlers,4287.776111111043,2128.168749999968,2128.168749999968,0,0
2016,701000658,trawlers,8768.221111110726,3609.6433333333143,3609.6433333333143,0,0
2015,701006084,trawlers,6926.02805555533,2447.1168055555527,2447.1168055555527,0,0
2015,701000597,squid_jigger,8735.550833333213,1598.6887499999843,1450.6747222222107,148.01402777777787,0
2015,701000627,trawlers,8761.934027777512,6058.218611110346,5476.699583332721,573.8151388888898,0
2015,701000662,trawlers,6846.759444444396,2460.0027777777814,2460.0027777777814,0,0
2016,701006086,trawlers,8784.11569444409,2010.768611111101,2010.768611111101,0,0
2014,701006068,trawlers,3829.2938888888884,604.0969444444438,604.0969444444438,0,0
2016,701006043,drifting_longlines,8676.084999998853,3769.6312499998994,3561.899999999915,207.73124999999962,0
2015,701000529,trawlers,6872.122499999931,431.4808333333334,431.4808333333334,0,0
2016,701000878,trawlers,2688.508888888888,256.5005555555556,256.5005555555556,0,0
2015,701000959,trawlers,3140.8436111110886,874.3268055555571,752.3630555555566,121.96375000000018,0
2015,701006003,trawlers,4374.08361111094,2380.3102777777017,2380.3102777777017,0,0
2015,701000596,trawlers,2743.8497222222095,425.3130555555554,382.20277777777744,43.11027777777779,0
2014,701006450,fixed_gear,8351.459583333315,3066.755416666666,3066.755416666666,0,0
2016,701006063,trawlers,2961.257500000009,180.2423611111111,180.2423611111111,0,0
2016,701000681,trawlers,4490.638333333215,1965.1845833333277,1961.6701388888832,3.514444444444444,0
2015,701006168,trawlers,8065.820277777719,3605.9998611111046,3261.770416666671,344.2294444444442,0
2014,701000755,trawlers,8288.20750000001,2294.5899999999992,2294.5899999999992,0,0
2015,701006083,trawlers,5889.50361111099,3234.307777777761,3234.307777777761,0,0
2016,701000892,trawlers,1441.9816666666636,25.35055555555556,25.35055555555556,0,0
2014,701068000,trawlers,8761.6220833333009,3669.144305555551,3669.144305555551,0,0
2014,701000535,trawlers,2283.7325000000005,372.2883333333334,372.2883333333334,0,0
2016,701000651,trawlers,4584.288888888535,1090.5654166666754,1090.5654166666754,0,0
2016,701006405,trawlers,2388.364444444427,1125.8087499999986,1125.8087499999986,0,0
2015,701000713,drifting_longlines,8709.580694444314,6332.498333333262,6046.6329166666055,188.2029166666668,19.105833333333337
2015,701007036,trawlers,8406.071388888817,3428.01805555555,3428.01805555555,0,0
2015,701000553,trawlers,4162.521388888866,1808.618194444446,1808.618194444446,0,0
2015,701000628,trawlers,8716.552222221937,3198.5945833332644,2878.8043055554963,319.7902777777777,0
2015,701000840,trawlers,6194.785555555453,2323.7208333333274,2323.7208333333274,0,0
2016,701006083,trawlers,6108.776388888844,2991.671805555548,2991.671805555548,0,0
2016,701015000,trawlers,7879.746111110831,3052.4374999999964,3050.103611111108,0,0
2016,701006637,drifting_longlines,8783.97666666658,2494.269861110972,2494.269861110972,0,0
2015,701000674,trawlers,3349.4991666666465,1060.0366666666678,713.8255555555556,323.4552777777775,22.755833333333335
2014,701000663,trawlers,3716.834166666642,1146.8579166666664,1009.9823611111109,136.87555555555556,0
2014,701000947,fixed_gear,2128.793611111114,1368.8074999999988,1368.8074999999988,0,0
2015,701027000,trawlers,8761.82097222226,2330.1537499998863,2268.661527777671,61.49222222222229,0
2016,701000764,trawlers,8763.631111110923,3164.4491666666454,3164.4491666666454,0,0
2016,701041000,drifting_longlines,8784.124305554937,2877.861805555472,2877.861805555472,0,0
2016,701000949,trawlers,6630.410277777532,2803.0059722221904,2803.0059722221904,0,0
2014,701000875,trawlers,7065.606249999922,1540.0945833333342,1109.4623611111117,430.63222222222214,0
2015,701006026,trawlers,6492.285833333317,2676.2531944444445,2676.2531944444445,0,0
2016,701000607,trawlers,5225.853611110682,1909.1799999999564,1909.1799999999564,0,0
2015,701000850,trawlers,8508.23416666662,1856.2145833333302,1856.2145833333302,0,0
2016,701000551,trawlers,8238.932499999757,1630.9447222222188,1608.0834722222198,22.038888888888888,0.8223611111111111
2015,701066000,trawlers,4284.611944444436,2417.590277777778,2417.590277777778,0,0
2015,701000816,trawlers,3158.2072222222228,634.2324999999998,634.2324999999998,0,0
2015,701000927,trawlers,8629.745138888873,189.7766666666667,189.7766666666667,0,0
2015,701000623,trawlers,3058.9963888888747,894.9497222222204,886.6038888888871,8.345833333333333,0
2014,701000765,trawlers,5058.962777777781,1129.0384722222223,1129.0384722222223,0,0
2016,701007039,trawlers,6745.276388888695,2612.4984722222216,2612.4984722222216,0,0
2015,701042000,trawlers,8478.299027777566,4098.880555555521,3566.8809722221904,531.5990277777769,0.40055555555555555
2014,701000894,trawlers,1440.5461111111097,690.9206944444448,690.9206944444448,0,0
2016,701000511,trawlers,8500.353611110839,2983.1577777777843,2983.1577777777843,0,0
2016,701006377,trawlers,5751.706249999719,2406.2881944444393,2406.2881944444393,0,0
2014,701000713,drifting_longlines,3476.6875000000005,1808.0911111111116,1483.104166666666,302.4812500000001,3.981527777777778
2016,701000674,trawlers,3218.798888888886,948.2961111111113,948.2961111111113,0,0
2015,701000681,trawlers,2809.293055555555,1213.6533333333327,858.9027777777777,337.0005555555555,17.749999999999996
2016,701000849,trawlers,8539.06277777763,3021.827222222216,3021.827222222216,0,0
2015,701000885,trawlers,2620.959583333332,3.8408333333333333,0,0,0
2016,701000558,drifting_longlines,5384.692499999682,552.586527777781,552.586527777781,0,0
2016,701006135,trawlers,8784.024722222019,1653.1963888888854,1653.1963888888854,0,0
2016,701007040,trawlers,7230.639166666531,2442.066944444451,2442.066944444451,0,0
2016,701006133,trawlers,6315.267361111046,1345.5338888888914,1345.5338888888914,0,0
2015,701000793,trawlers,7584.256666666641,19.97652777777778,19.97652777777778,0,0
2015,701000677,trawlers,7897.57555555515,383.85097222222197,290.7024999999998,93.14847222222224,0
2015,701000547,drifting_longlines,3429.0988888888755,796.4065277777775,745.0502777777776,51.35624999999998,0
2015,701000860,squid_jigger,4774.087222222162,1689.295138888871,1689.295138888871,0,0
2016,701006058,trawlers,8568.11236111074,2737.1212499999583,2737.1212499999583,0,0
2016,701006131,squid_jigger,4157.376944444418,929.374583333334,929.374583333334,0,0
2015,701000884,trawlers,5311.640555555501,1401.7523611111003,1353.159444444435,48.59291666666664,0
2016,701000837,trawlers,7158.553888888691,2817.5263888888812,2817.5263888888812,0,0
2014,701042000,trawlers,8760.056944444183,4208.898055555539,3926.5373611111054,282.3606944444447,0
2014,701006085,trawlers,8759.813333333419,822.2458333333325,776.6718055555546,45.574027777777765,0
2014,701000585,trawlers,2455.808333333332,463.4913888888889,463.4913888888889,0,0
2014,701006066,trawlers,5491.406666666667,1974.090972222222,1974.090972222222,0,0
2015,701000649,trawlers,6317.003888888861,2512.7148611110933,2512.7148611110933,0,0
2015,701000666,trawlers,7154.437499999938,4589.26152777775,4589.26152777775,0,0
2015,701007044,trawlers,5234.534444444444,3003.976250000001,3003.976250000001,0,0
2014,701006084,trawlers,7944.706111110982,3268.769722222219,3268.769722222219,0,0
2014,701000612,trawlers,6045.921111111153,2851.4494444444485,2851.4494444444485,0,0
2015,701006615,trawlers,2889.5355555555366,634.2433333333327,452.5537499999991,181.68958333333336,0
2014,701006341,trawlers,6050.425277777773,1948.7101388888882,1948.7101388888882,0,0
2014,701000907,trawlers,4862.375416666694,1054.4266666666667,975.0420833333337,79.38458333333334,0
2015,701037000,trawlers,8728.37569444433,3876.536527777748,3496.9997222221996,379.5368055555555,0
2015,701000531,trawlers,6671.361111111068,1212.3855555555547,1212.3855555555547,0,0
2015,701006183,squid_jigger,2987.6438888888215,713.4551388888917,488.5426388888889,224.91249999999906,0
2016,701006061,trawlers,7770.654444444086,3289.383055555505,3288.9608333332826,0,0.4222222222222222
2016,701006168,trawlers,6258.1593055556,2498.772916666671,2331.4265277777827,167.3463888888889,0
2015,701006042,trawlers,5084.511388888859,1555.9030555555562,1507.1425000000006,48.282638888888954,0.47791666666666666
2016,701056000,trawlers,4096.098333333324,1146.0306944444449,1146.0306944444449,0,0
2014,701000512,drifting_longlines,6922.742777777775,3863.0602777777767,3707.1845833333327,155.87569444444443,0
2015,701100000,trawlers,4637.277222222027,2401.529166666639,2401.529166666639,0,0
2014,701006094,trawlers,6051.599166666665,3968.7401388888875,3968.7401388888875,0,0
2016,701000816,trawlers,4790.735833333329,1375.3205555555546,1272.1609722222213,0,0
2015,701000808,trawlers,1272.0902777777758,185.37263888888893,185.37263888888893,0,0
2014,701006204,trawlers,4376.390972222219,1791.0786111111124,1791.0786111111124,0,0
2016,701000865,drifting_longlines,3512.2486111110898,1192.2256944444482,1192.2256944444482,0,0
2016,701000835,trawlers,8354.6197222217,2940.241388888846,2940.241388888846,0,0
2015,701006182,trawlers,8736.68208333325,6361.69527777773,6121.044027777733,167.20624999999995,18.90138888888888
2014,701000628,trawlers,8760.93305555524,4275.220277777728,3516.698472222206,758.5218055555531,0
2014,701000857,trawlers,3503.772222222222,1010.0611111111117,738.9063888888886,243.18736111111113,27.96736111111111
2014,701000869,trawlers,3691.877499999993,887.1762499999977,887.1762499999977,0,0
2014,701019000,trawlers,8475.73847222222,2916.6547222222225,2916.6547222222225,0,0
2014,701006005,trawlers,479.44361111111164,2.0188888888888887,2.0188888888888887,0,0
2014,701000629,trawlers,8758.753611110938,2822.5441666666743,2430.545416666673,391.9987500000002,0
2016,701000675,trawlers,3881.1161111110578,653.7780555555563,644.3097222222228,9.468333333333335,0
2016,701006073,drifting_longlines,8300.951944444045,4826.347499999945,4451.725277777719,374.622222222221,0
2014,701079000,trawlers,6245.531388888875,2272.117083333333,2272.117083333333,0,0
2016,701000537,trawlers,2129.5291666666867,375.85111111111047,375.85111111111047,0,0
2014,701006139,trawlers,4206.694722222217,891.5315277777775,719.169861111111,172.3616666666667,0
2016,701006341,trawlers,8081.586527777156,3446.9341666665114,3443.5665277776216,0,0
2014,701045000,drifting_longlines,6962.863611111107,2881.3433333333332,2006.8166666666666,874.5266666666666,0
2015,701000506,trawlers,3058.177777777748,1098.9490277777777,765.5004166666712,333.44861111111135,0
2015,701000702,trawlers,1005.4488888888878,4.905972222222222,0,0,0
2016,701006020,trawlers,7338.627499999877,2231.8400000000047,2231.8400000000047,0,0
2015,701096000,trawlers,6372.100277777535,3380.44277777775,3380.44277777775,0,0
2016,701027000,trawlers,8784.033888889355,1906.8952777776044,1846.0901388887257,60.635277777777766,0
2015,701000537,trawlers,3509.580833333329,400.8248611111112,400.8248611111112,0,0
2014,701000808,trawlers,2137.540694444447,519.2825,519.2825,0,0
2016,701006080,trawlers,5019.477499999979,1103.1086111111138,1103.1086111111138,0,0
2014,701000743,trawlers,4115.186111111121,458.8211111111111,369.4565277777777,89.36458333333333,0
2016,701076000,drifting_longlines,1459.8933333333355,747.9620833333333,677.1062499999996,0,0
2014,701000742,trawlers,3771.6138888888777,2158.6669444444487,2158.6669444444487,0,0
2015,701000545,trawlers,7373.59333333332,830.8129166666674,801.8676388888896,28.94527777777777,0
2015,701000772,trawlers,6773.747638888677,2548.894166666647,2548.894166666647,0,0
2014,701000865,drifting_longlines,7544.098611111177,2118.350416666667,2118.350416666667,0,0
2015,701000615,trawlers,693.4497222222225,190.26763888888894,190.26763888888894,0,0
2016,701000895,trawlers,6788.234999999901,3761.1015277777606,3761.1015277777606,0,0
2016,701000960,trawlers,5050.033055555522,3005.810972222207,3005.810972222207,0,0
2016,701006450,fixed_gear,5110.321249999986,2765.4227777777714,2765.4227777777714,0,0
2014,701000768,trawlers,3531.598888888894,672.604722222222,538.5526388888877,134.05208333333337,0
2014,701000860,squid_jigger,7880.26749999994,747.0620833333323,723.5449999999993,23.517083333333336,0
2016,701000547,drifting_longlines,736.5233333333344,459.7070833333335,459.7070833333335,0,0
2016,701006071,trawlers,7323.073888888071,2485.1074999999637,2485.1074999999637,0,0
2014,701000687,trawlers,4484.93250000001,2291.6466666666634,2291.6466666666634,0,0
2015,701006133,trawlers,4237.22625000001,750.048472222224,750.048472222224,0,0
2016,701000720,drifting_longlines,5667.8520833326775,1456.3049999999787,1456.3049999999787,0,0
2015,701006020,trawlers,6898.583888888861,2655.8401388888906,2655.8401388888906,0,0
2016,701000867,trawlers,3008.743333333336,1113.1077777777775,1072.8894444444443,8.299583333333333,0
2016,701000571,trawlers,5392.834444444444,1646.9486111111094,1646.9486111111094,0,0
2016,701000691,trawlers,5183.503055555526,1518.4393055555568,1518.4393055555568,0,0
2015,701000546,trawlers,6472.3786111109275,2415.392777777758,2415.392777777758,0,0
2015,701006034,trawlers,6683.624305555488,2469.3343055555356,2469.3343055555356,0,0
2015,701006046,trawlers,7911.031944444071,3197.0997222221818,2892.8219444444107,304.27777777777675,0
2015,701006038,trawlers,8162.112222222186,2376.6674999999996,2376.6674999999996,0,0
2016,701000870,trawlers,3967.6933333333473,1334.2168055555553,1334.2168055555553,0,0
2015,701006450,fixed_gear,6207.439999999984,3827.356944444447,3827.356944444447,0,0
2016,701006119,trawlers,4536.552777777603,268.58291666666634,268.58291666666634,0,0
2014,701000928,trawlers,7562.250555555526,2470.3108333333353,2470.3108333333353,0,0
2016,701000517,trawlers,2699.0172222222213,511.9520833333334,511.9520833333334,0,0
2015,701000580,trawlers,1663.971666666667,379.0966666666667,379.0966666666667,0,0
2014,701000835,trawlers,2854.470555555551,420.50569444444454,420.50569444444454,0,0
2014,701000729,trawlers,6481.854861111078,2535.696111111111,2535.696111111111,0,0
